# Ablation study, per class (paper Sec. 4.7, tab:ablation_results).
# 2,000 stratified classes x 5 configurations, paired: every configuration produced a
# result for every class. The No-Classifier arm is identical to Full Crew on every
# class that compiled on the first attempt, since the Classifier runs only from the
# second correction attempt onward and cannot affect a class that never reached it.
class_id,repo_id,class_name,package,configuration,CR_initial,CR_after_fix,fix_iterations,line_coverage,branch_coverage,method_coverage,mutation_score,num_tests,AR,EH,MG,EA,LT,UT,RO,MNT
177,13176,Class0176,com.example.service,Full Crew (Baseline),100.0,100.0,0,100.00,100.00,100.00,100.00,23,0.18,1,0,2,0.58,0,0,8
178,13177,Class0177,org.apache.util,Full Crew (Baseline),100.0,100.0,0,94.87,90.36,100.00,98.40,11,0.39,2,0,0,1.74,0,0,7
179,13178,Class0178,io.core.net,Full Crew (Baseline),100.0,100.0,0,90.17,81.89,95.03,78.93,16,0.61,0,0,1,1.49,1,0,5
180,13179,Class0179,com.data.repo,Full Crew (Baseline),100.0,100.0,0,95.11,91.02,97.97,90.16,14,0.34,1,0,2,1.81,1,0,9
181,13180,Class0180,org.adbcj.mysql.codec,Full Crew (Baseline),100.0,100.0,0,100.00,100.00,100.00,93.42,20,0.40,1,0,0,1.11,1,0,12
182,13181,Class0181,com.example.service,Full Crew (Baseline),100.0,100.0,0,100.00,100.00,100.00,100.00,20,0.51,0,0,2,1.41,0,0,7
183,13182,Class0182,org.apache.util,Full Crew (Baseline),100.0,100.0,0,100.00,100.00,100.00,100.00,8,0.20,0,0,1,0.64,0,0,5
184,13183,Class0183,io.core.net,Full Crew (Baseline),0.0,0.0,5,,,,,10,,,,,,,,
185,13184,Class0184,com.data.repo,Full Crew (Baseline),100.0,100.0,0,97.66,95.58,100.00,100.00,17,0.69,0,0,0,1.30,0,0,11
186,13185,Class0185,org.adbcj.mysql.codec,Full Crew (Baseline),100.0,100.0,0,88.94,85.17,89.54,74.50,17,0.26,1,0,0,1.54,0,0,12
187,13186,Class0186,com.example.service,Full Crew (Baseline),100.0,100.0,0,97.49,97.40,100.00,100.00,6,0.18,0,0,4,1.26,0,0,12
188,13187,Class0187,org.apache.util,Full Crew (Baseline),0.0,100.0,1,81.32,71.05,84.62,67.86,15,0.93,0,0,0,2.88,0,0,7
189,13188,Class0188,io.core.net,Full Crew (Baseline),100.0,100.0,0,87.10,75.36,91.17,80.64,9,0.77,0,0,2,1.62,0,0,5
190,13189,Class0189,com.data.repo,Full Crew (Baseline),100.0,100.0,0,93.69,86.65,88.55,82.98,13,0.70,0,0,1,1.52,0,0,6
191,13190,Class0190,org.adbcj.mysql.codec,Full Crew (Baseline),100.0,100.0,0,95.95,87.45,100.00,82.88,27,0.49,1,0,0,1.57,0,0,7
192,13191,Class0191,com.example.service,Full Crew (Baseline),100.0,100.0,0,100.00,100.00,100.00,100.00,10,0.00,0,0,0,0.00,1,0,6
193,13192,Class0192,org.apache.util,Full Crew (Baseline),100.0,100.0,0,84.97,74.89,93.27,80.63,12,0.46,0,0,0,2.54,0,0,12
194,13193,Class0193,io.core.net,Full Crew (Baseline),100.0,100.0,0,93.83,78.32,88.01,100.00,1,0.25,0,0,0,1.93,0,0,6
195,13194,Class0194,com.data.repo,Full Crew (Baseline),100.0,100.0,0,100.00,100.00,100.00,100.00,22,0.62,0,0,1,1.45,0,0,10
196,13195,Class0195,org.adbcj.mysql.codec,Full Crew (Baseline),100.0,100.0,0,100.00,99.47,94.45,93.50,22,0.40,0,0,0,1.92,1,0,9
197,13196,Class0196,com.example.service,Full Crew (Baseline),100.0,100.0,0,100.00,98.31,100.00,100.00,11,0.40,0,0,1,1.43,0,0,7
198,13197,Class0197,org.apache.util,Full Crew (Baseline),100.0,100.0,0,100.00,100.00,100.00,100.00,23,0.34,0,0,1,0.98,0,0,9
199,13198,Class0198,io.core.net,Full Crew (Baseline),100.0,100.0,0,86.99,90.67,93.98,100.00,19,0.57,0,0,0,1.49,0,0,8
200,13199,Class0199,com.data.repo,Full Crew (Baseline),100.0,100.0,0,100.00,92.69,100.00,95.34,10,0.57,1,0,0,1.35,0,1,9
201,13200,Class0200,org.adbcj.mysql.codec,Full Crew (Baseline),100.0,100.0,0,83.05,85.33,96.16,90.31,22,0.79,0,0,2,1.81,0,0,6
202,13201,Class0201,com.example.service,Full Crew (Baseline),100.0,100.0,0,100.00,100.00,100.00,84.37,21,0.40,0,0,1,0.21,0,0,8
203,13202,Class0202,org.apache.util,Full Crew (Baseline),100.0,100.0,0,100.00,100.00,98.03,100.00,8,0.00,0,0,3,1.04,0,0,10
204,13203,Class0203,io.core.net,Full Crew (Baseline),100.0,100.0,0,100.00,98.74,100.00,100.00,22,0.00,1,0,1,1.05,0,0,13
205,13204,Class0204,com.data.repo,Full Crew (Baseline),100.0,100.0,0,88.39,88.22,100.00,100.00,20,0.76,0,0,0,1.81,0,0,7
206,13205,Class0205,org.adbcj.mysql.codec,Full Crew (Baseline),100.0,100.0,0,91.86,78.22,100.00,93.17,23,0.36,0,0,0,1.69,0,0,9
207,13206,Class0206,com.example.service,Full Crew (Baseline),100.0,100.0,0,81.67,73.09,91.36,69.83,11,0.47,0,0,1,2.49,0,0,6
208,13207,Class0207,org.apache.util,Full Crew (Baseline),0.0,0.0,5,,,,,13,,,,,,,,
209,13208,Class0208,io.core.net,Full Crew (Baseline),100.0,100.0,0,81.99,84.23,94.99,84.70,19,0.66,1,0,0,2.19,0,0,9
210,13209,Class0209,com.data.repo,Full Crew (Baseline),100.0,100.0,0,90.48,92.32,96.30,79.45,23,0.46,1,0,2,2.26,0,0,7
211,13210,Class0210,org.adbcj.mysql.codec,Full Crew (Baseline),100.0,100.0,0,93.79,88.72,100.00,100.00,14,0.28,0,0,1,1.73,0,0,6
212,13211,Class0211,com.example.service,Full Crew (Baseline),0.0,0.0,5,,,,,8,,,,,,,,
213,13212,Class0212,org.apache.util,Full Crew (Baseline),100.0,100.0,0,98.74,93.24,99.94,90.34,12,0.24,0,0,1,1.68,0,1,7
214,13213,Class0213,io.core.net,Full Crew (Baseline),100.0,100.0,0,98.65,88.53,100.00,92.15,15,0.17,1,0,0,1.95,1,0,8
215,13214,Class0214,com.data.repo,Full Crew (Baseline),100.0,100.0,0,95.79,91.85,99.95,100.00,20,0.22,0,1,1,1.65,0,0,8
216,13215,Class0215,org.adbcj.mysql.codec,Full Crew (Baseline),100.0,100.0,0,100.00,100.00,100.00,100.00,22,0.00,1,0,0,0.00,0,0,7
217,13216,Class0216,com.example.service,Full Crew (Baseline),100.0,100.0,0,77.00,72.45,84.18,84.74,6,0.75,0,0,1,2.92,1,0,7
218,13217,Class0217,org.apache.util,Full Crew (Baseline),100.0,100.0,0,93.32,87.77,93.02,100.00,16,0.45,0,0,0,1.22,0,0,11
219,13218,Class0218,io.core.net,Full Crew (Baseline),100.0,100.0,0,100.00,91.83,100.00,94.83,19,0.27,1,0,1,0.72,0,0,10
220,13219,Class0219,com.data.repo,Full Crew (Baseline),100.0,100.0,0,96.63,100.00,100.00,95.67,24,0.84,0,0,1,0.72,0,0,6
221,13220,Class0220,org.adbcj.mysql.codec,Full Crew (Baseline),0.0,100.0,2,75.50,60.11,84.11,79.59,1,0.64,0,0,0,2.67,0,0,5
222,13221,Class0221,com.example.service,Full Crew (Baseline),100.0,100.0,0,100.00,96.18,100.00,100.00,10,0.20,0,0,1,2.15,0,0,6
223,13222,Class0222,org.apache.util,Full Crew (Baseline),100.0,100.0,0,93.97,88.87,93.37,81.26,6,0.33,1,0,2,1.54,0,0,6
224,13223,Class0223,io.core.net,Full Crew (Baseline),100.0,100.0,0,100.00,94.65,100.00,89.54,16,0.26,0,0,0,1.44,1,0,10
225,13224,Class0224,com.data.repo,Full Crew (Baseline),100.0,100.0,0,92.52,95.15,99.97,99.15,6,0.21,0,0,0,1.07,0,0,12
226,13225,Class0225,org.adbcj.mysql.codec,Full Crew (Baseline),100.0,100.0,0,100.00,99.67,100.00,100.00,20,0.13,0,0,2,1.25,0,0,8
227,13226,Class0226,com.example.service,Full Crew (Baseline),100.0,100.0,0,100.00,95.41,100.00,87.21,8,0.56,1,0,1,2.57,1,0,6
228,13227,Class0227,org.apache.util,Full Crew (Baseline),100.0,100.0,0,81.28,78.71,94.77,82.55,14,0.93,0,0,0,1.95,0,0,8
229,13228,Class0228,io.core.net,Full Crew (Baseline),100.0,100.0,0,95.71,99.21,100.00,87.13,8,0.87,0,0,2,1.67,0,0,6
230,13229,Class0229,com.data.repo,Full Crew (Baseline),100.0,100.0,0,96.61,100.00,100.00,98.43,29,0.00,1,0,1,1.02,0,0,7
231,13230,Class0230,org.adbcj.mysql.codec,Full Crew (Baseline),100.0,100.0,0,94.91,88.98,96.03,100.00,10,0.43,0,0,1,1.00,1,0,7
232,13231,Class0231,com.example.service,Full Crew (Baseline),100.0,100.0,0,93.48,88.79,100.00,95.94,15,0.34,2,0,1,2.09,1,0,11
233,13232,Class0232,org.apache.util,Full Crew (Baseline),100.0,100.0,0,100.00,98.16,100.00,89.92,19,0.11,0,0,0,1.47,0,0,10
234,13233,Class0233,io.core.net,Full Crew (Baseline),100.0,100.0,0,93.56,96.38,100.00,81.83,18,0.49,0,0,0,1.09,0,0,8
235,13234,Class0234,com.data.repo,Full Crew (Baseline),100.0,100.0,0,100.00,100.00,100.00,100.00,14,0.20,0,0,1,0.54,0,0,9
236,13235,Class0235,org.adbcj.mysql.codec,Full Crew (Baseline),100.0,100.0,0,88.87,86.23,86.50,75.44,22,0.53,1,1,1,1.47,0,1,7
237,13236,Class0236,com.example.service,Full Crew (Baseline),100.0,100.0,0,100.00,100.00,100.00,100.00,22,0.00,1,0,1,0.00,0,0,7
238,13237,Class0237,org.apache.util,Full Crew (Baseline),100.0,100.0,0,84.55,87.02,95.71,87.34,12,0.34,1,0,2,1.67,0,0,10
239,13238,Class0238,io.core.net,Full Crew (Baseline),100.0,100.0,0,100.00,99.69,100.00,100.00,21,0.00,0,0,0,1.99,0,0,9
240,13239,Class0239,com.data.repo,Full Crew (Baseline),100.0,100.0,0,83.66,84.22,90.08,87.32,10,0.70,0,0,1,2.03,0,0,10
241,13240,Class0240,org.adbcj.mysql.codec,Full Crew (Baseline),100.0,100.0,0,100.00,100.00,100.00,100.00,8,0.25,0,0,0,0.29,0,1,8
242,13241,Class0241,com.example.service,Full Crew (Baseline),100.0,100.0,0,86.22,87.74,98.92,94.19,10,0.60,0,1,0,1.07,1,0,8
243,13242,Class0242,org.apache.util,Full Crew (Baseline),0.0,0.0,5,,,,,11,,,,,,,,
244,13243,Class0243,io.core.net,Full Crew (Baseline),100.0,100.0,0,79.44,76.82,91.02,68.04,20,0.85,0,0,0,2.75,1,0,7
245,13244,Class0244,com.data.repo,Full Crew (Baseline),100.0,100.0,0,85.23,84.97,86.19,89.59,7,0.31,0,1,1,2.90,0,0,8
246,13245,Class0245,org.adbcj.mysql.codec,Full Crew (Baseline),100.0,100.0,0,100.00,100.00,98.20,82.41,9,0.35,0,0,0,0.76,0,0,11
247,13246,Class0246,com.example.service,Full Crew (Baseline),100.0,100.0,0,90.46,86.61,92.10,90.02,18,0.71,1,0,1,1.54,0,0,9
248,13247,Class0247,org.apache.util,Full Crew (Baseline),100.0,100.0,0,85.70,94.39,100.00,100.00,15,0.76,0,0,1,1.23,1,0,5
249,13248,Class0248,io.core.net,Full Crew (Baseline),100.0,100.0,0,100.00,100.00,100.00,100.00,6,0.20,0,0,0,2.01,1,0,13
250,13249,Class0249,com.data.repo,Full Crew (Baseline),100.0,100.0,0,81.71,84.41,89.35,87.93,8,0.80,0,1,5,1.51,0,0,7
251,13250,Class0250,org.adbcj.mysql.codec,Full Crew (Baseline),100.0,100.0,0,87.27,75.68,88.98,82.66,16,0.66,0,0,1,1.07,0,0,8
252,13251,Class0251,com.example.service,Full Crew (Baseline),100.0,100.0,0,95.49,93.45,98.63,98.65,27,0.22,1,1,2,0.94,0,0,7
253,13252,Class0252,org.apache.util,Full Crew (Baseline),100.0,100.0,0,100.00,100.00,100.00,100.00,21,0.46,0,0,1,0.67,0,0,5
254,13253,Class0253,io.core.net,Full Crew (Baseline),100.0,100.0,0,100.00,100.00,100.00,100.00,21,0.20,1,1,2,0.26,0,0,6
255,13254,Class0254,com.data.repo,Full Crew (Baseline),100.0,100.0,0,100.00,97.25,100.00,100.00,22,0.36,0,0,1,1.89,0,1,9
256,13255,Class0255,org.adbcj.mysql.codec,Full Crew (Baseline),100.0,100.0,0,95.93,95.91,94.91,85.19,6,0.71,0,0,2,0.97,0,0,6
257,13256,Class0256,com.example.service,Full Crew (Baseline),100.0,100.0,0,100.00,100.00,100.00,100.00,22,0.33,0,0,1,1.10,1,0,9
258,13257,Class0257,org.apache.util,Full Crew (Baseline),100.0,100.0,0,88.88,84.63,83.22,92.84,9,0.53,0,0,1,1.92,0,0,5
259,13258,Class0258,io.core.net,Full Crew (Baseline),100.0,100.0,0,100.00,100.00,100.00,100.00,22,0.15,0,0,1,0.35,0,0,6
260,13259,Class0259,com.data.repo,Full Crew (Baseline),0.0,100.0,1,75.76,69.70,86.18,71.14,20,0.77,1,0,1,1.52,0,0,7
261,13260,Class0260,org.adbcj.mysql.codec,Full Crew (Baseline),100.0,100.0,0,90.94,78.30,87.19,73.98,19,0.64,0,0,2,1.72,0,0,9
262,13261,Class0261,com.example.service,Full Crew (Baseline),100.0,100.0,0,100.00,100.00,100.00,100.00,14,0.54,1,0,0,0.14,0,0,12
263,13262,Class0262,org.apache.util,Full Crew (Baseline),100.0,100.0,0,100.00,92.70,100.00,100.00,14,0.38,0,0,0,1.40,0,0,6
264,13263,Class0263,io.core.net,Full Crew (Baseline),100.0,100.0,0,87.09,73.67,90.89,82.85,22,0.74,0,0,1,2.00,0,0,9
265,13264,Class0264,com.data.repo,Full Crew (Baseline),100.0,100.0,0,100.00,89.30,100.00,98.79,15,0.54,0,0,0,1.02,0,0,8
266,13265,Class0265,org.adbcj.mysql.codec,Full Crew (Baseline),100.0,100.0,0,100.00,100.00,100.00,93.63,17,0.24,0,0,1,1.28,0,0,12
267,13266,Class0266,com.example.service,Full Crew (Baseline),100.0,100.0,0,94.65,89.89,99.43,72.94,21,0.13,1,0,3,1.21,1,0,8
268,13267,Class0267,org.apache.util,Full Crew (Baseline),100.0,100.0,0,91.83,79.02,96.53,95.99,9,0.54,0,0,1,1.27,0,0,8
269,13268,Class0268,io.core.net,Full Crew (Baseline),100.0,100.0,0,99.69,94.68,100.00,100.00,17,0.44,0,0,2,1.26,0,1,10
270,13269,Class0269,com.data.repo,Full Crew (Baseline),100.0,100.0,0,83.07,84.58,95.19,88.13,7,0.07,0,0,2,1.49,0,0,7
271,13270,Class0270,org.adbcj.mysql.codec,Full Crew (Baseline),100.0,100.0,0,88.81,86.66,89.31,100.00,28,0.49,0,0,2,1.52,0,0,6
272,13271,Class0271,com.example.service,Full Crew (Baseline),100.0,100.0,0,100.00,98.15,100.00,100.00,19,0.60,0,0,1,0.91,1,0,11
273,13272,Class0272,org.apache.util,Full Crew (Baseline),100.0,100.0,0,100.00,100.00,100.00,100.00,6,0.20,0,0,2,0.00,0,0,7
274,13273,Class0273,io.core.net,Full Crew (Baseline),100.0,100.0,0,89.90,92.55,97.71,100.00,11,0.61,0,0,2,1.46,0,0,7
275,13274,Class0274,com.data.repo,Full Crew (Baseline),100.0,100.0,0,94.82,95.92,100.00,98.67,8,0.00,0,0,1,1.88,0,0,9
276,13275,Class0275,org.adbcj.mysql.codec,Full Crew (Baseline),0.0,0.0,5,,,,,11,,,,,,,,
277,13276,Class0276,com.example.service,Full Crew (Baseline),100.0,100.0,0,100.00,100.00,100.00,98.63,13,0.27,0,0,0,0.23,0,0,7
278,13277,Class0277,org.apache.util,Full Crew (Baseline),100.0,100.0,0,81.22,77.39,88.25,88.07,23,0.55,1,0,3,1.90,0,0,9
279,13278,Class0278,io.core.net,Full Crew (Baseline),100.0,100.0,0,85.47,79.96,88.09,91.02,27,0.45,0,0,2,2.36,0,0,10
280,13279,Class0279,com.data.repo,Full Crew (Baseline),100.0,100.0,0,100.00,100.00,100.00,100.00,9,0.00,0,0,0,0.89,1,0,7
281,13280,Class0280,org.adbcj.mysql.codec,Full Crew (Baseline),0.0,100.0,3,74.27,66.28,83.25,80.51,20,0.60,2,0,1,1.73,0,0,5
282,13281,Class0281,com.example.service,Full Crew (Baseline),100.0,100.0,0,94.22,96.69,94.32,100.00,10,0.34,0,0,0,1.83,0,0,10
283,13282,Class0282,org.apache.util,Full Crew (Baseline),100.0,100.0,0,100.00,100.00,100.00,100.00,18,0.43,0,0,2,1.22,0,0,8
284,13283,Class0283,io.core.net,Full Crew (Baseline),100.0,100.0,0,99.92,99.93,100.00,97.51,10,0.24,0,0,0,1.77,1,0,9
285,13284,Class0284,com.data.repo,Full Crew (Baseline),100.0,100.0,0,100.00,100.00,100.00,87.80,8,0.85,0,0,4,0.96,0,0,7
286,13285,Class0285,org.adbcj.mysql.codec,Full Crew (Baseline),100.0,100.0,0,92.84,86.27,90.71,89.97,30,0.30,0,0,2,1.60,0,0,5
287,13286,Class0286,com.example.service,Full Crew (Baseline),100.0,100.0,0,80.89,80.37,91.75,82.63,26,0.48,0,0,2,1.68,0,0,8
288,13287,Class0287,org.apache.util,Full Crew (Baseline),100.0,100.0,0,85.14,71.37,85.96,96.06,20,0.74,0,0,2,1.87,0,0,8
289,13288,Class0288,io.core.net,Full Crew (Baseline),100.0,100.0,0,78.15,73.73,92.51,79.88,23,0.54,0,0,0,1.90,0,0,6
290,13289,Class0289,com.data.repo,Full Crew (Baseline),100.0,100.0,0,90.82,90.46,95.46,88.25,12,0.60,0,0,0,1.04,0,0,10
291,13290,Class0290,org.adbcj.mysql.codec,Full Crew (Baseline),100.0,100.0,0,89.90,87.88,92.79,80.05,19,0.52,1,0,1,1.29,0,0,7
292,13291,Class0291,com.example.service,Full Crew (Baseline),100.0,100.0,0,100.00,100.00,100.00,100.00,12,0.06,0,0,0,1.44,0,0,5
293,13292,Class0292,org.apache.util,Full Crew (Baseline),100.0,100.0,0,72.67,70.11,82.47,87.16,10,0.54,0,0,0,1.78,0,0,7
294,13293,Class0293,io.core.net,Full Crew (Baseline),100.0,100.0,0,82.46,79.32,90.57,78.74,7,0.79,1,0,0,1.44,0,0,6
295,13294,Class0294,com.data.repo,Full Crew (Baseline),0.0,0.0,5,,,,,13,,,,,,,,
296,13295,Class0295,org.adbcj.mysql.codec,Full Crew (Baseline),100.0,100.0,0,97.60,100.00,100.00,98.17,11,0.55,0,0,0,1.27,1,0,8
297,13296,Class0296,com.example.service,Full Crew (Baseline),100.0,100.0,0,95.16,100.00,100.00,100.00,26,0.37,0,0,0,1.15,0,0,12
298,13297,Class0297,org.apache.util,Full Crew (Baseline),100.0,100.0,0,84.17,81.99,93.65,83.98,13,0.37,0,0,0,2.07,0,0,10
299,13298,Class0298,io.core.net,Full Crew (Baseline),100.0,100.0,0,100.00,100.00,100.00,100.00,19,0.32,1,1,3,1.53,0,0,8
300,13299,Class0299,com.data.repo,Full Crew (Baseline),100.0,100.0,0,98.41,94.91,100.00,85.91,22,0.53,0,0,0,1.50,0,1,5
301,13300,Class0300,org.adbcj.mysql.codec,Full Crew (Baseline),100.0,100.0,0,100.00,100.00,100.00,99.06,24,0.00,1,0,0,0.11,2,0,5
302,13301,Class0301,com.example.service,Full Crew (Baseline),100.0,100.0,0,98.06,91.33,100.00,89.36,8,0.63,0,0,1,1.29,0,0,12
303,13302,Class0302,org.apache.util,Full Crew (Baseline),100.0,100.0,0,85.40,91.28,96.73,90.80,27,0.82,2,0,1,2.07,0,0,9
304,13303,Class0303,io.core.net,Full Crew (Baseline),100.0,100.0,0,100.00,100.00,100.00,100.00,13,0.05,0,0,2,1.07,1,0,6
305,13304,Class0304,com.data.repo,Full Crew (Baseline),100.0,100.0,0,82.29,73.41,86.34,63.79,9,0.60,0,0,5,1.74,1,0,7
306,13305,Class0305,org.adbcj.mysql.codec,Full Crew (Baseline),100.0,100.0,0,94.14,91.56,87.98,94.15,22,0.39,1,0,0,2.03,0,0,8
307,13306,Class0306,com.example.service,Full Crew (Baseline),100.0,100.0,0,90.30,84.77,97.60,85.68,16,0.65,0,0,1,1.97,0,0,8
308,13307,Class0307,org.apache.util,Full Crew (Baseline),100.0,100.0,0,100.00,100.00,100.00,100.00,22,0.44,3,0,1,0.79,0,0,8
309,13308,Class0308,io.core.net,Full Crew (Baseline),100.0,100.0,0,90.70,93.22,97.29,100.00,9,0.61,1,0,0,1.70,0,0,6
310,13309,Class0309,com.data.repo,Full Crew (Baseline),100.0,100.0,0,100.00,99.84,100.00,92.22,9,0.45,0,0,0,1.18,1,0,8
311,13310,Class0310,org.adbcj.mysql.codec,Full Crew (Baseline),100.0,100.0,0,98.29,87.95,100.00,96.09,11,0.56,1,0,2,1.40,0,0,6
312,13311,Class0311,com.example.service,Full Crew (Baseline),100.0,100.0,0,80.68,81.05,91.44,80.46,19,0.19,0,1,2,1.58,1,0,9
313,13312,Class0312,org.apache.util,Full Crew (Baseline),100.0,100.0,0,77.83,71.27,90.20,84.97,8,0.52,0,0,0,1.59,0,0,10
314,13313,Class0313,io.core.net,Full Crew (Baseline),100.0,100.0,0,100.00,100.00,100.00,100.00,8,0.07,0,0,2,0.95,0,0,9
315,13314,Class0314,com.data.repo,Full Crew (Baseline),100.0,100.0,0,96.60,92.17,100.00,100.00,21,0.52,0,0,0,1.77,0,0,7
316,13315,Class0315,org.adbcj.mysql.codec,Full Crew (Baseline),100.0,100.0,0,85.09,69.23,91.30,86.28,8,0.45,0,0,1,2.09,0,0,5
317,13316,Class0316,com.example.service,Full Crew (Baseline),100.0,100.0,0,89.15,88.75,90.48,80.09,21,0.78,0,0,0,0.75,0,2,7
318,13317,Class0317,org.apache.util,Full Crew (Baseline),100.0,100.0,0,92.38,83.81,92.68,95.72,13,0.65,0,0,3,2.09,0,0,10
319,13318,Class0318,io.core.net,Full Crew (Baseline),100.0,100.0,0,95.66,93.22,93.20,100.00,23,0.14,1,0,1,1.32,0,0,8
320,13319,Class0319,com.data.repo,Full Crew (Baseline),100.0,100.0,0,100.00,100.00,100.00,91.06,11,0.37,0,0,0,0.56,0,0,9
321,13320,Class0320,org.adbcj.mysql.codec,Full Crew (Baseline),100.0,100.0,0,94.12,83.61,100.00,91.71,15,0.72,0,0,1,1.87,0,0,6
322,13321,Class0321,com.example.service,Full Crew (Baseline),100.0,100.0,0,100.00,98.88,100.00,100.00,15,0.35,0,0,3,0.60,0,0,8
323,13322,Class0322,org.apache.util,Full Crew (Baseline),100.0,100.0,0,100.00,100.00,100.00,100.00,12,0.28,1,0,1,0.79,0,0,9
324,13323,Class0323,io.core.net,Full Crew (Baseline),100.0,100.0,0,88.54,78.98,90.56,100.00,12,0.57,1,0,1,1.90,0,0,12
325,13324,Class0324,com.data.repo,Full Crew (Baseline),100.0,100.0,0,100.00,100.00,100.00,100.00,18,0.25,1,0,1,0.56,0,0,8
326,13325,Class0325,org.adbcj.mysql.codec,Full Crew (Baseline),100.0,100.0,0,100.00,100.00,100.00,100.00,15,0.42,0,0,0,1.22,0,0,5
327,13326,Class0326,com.example.service,Full Crew (Baseline),100.0,100.0,0,90.35,72.79,97.65,94.79,11,0.56,1,0,0,0.92,0,0,10
328,13327,Class0327,org.apache.util,Full Crew (Baseline),100.0,100.0,0,77.75,81.57,90.80,78.77,17,0.63,0,0,1,1.96,0,0,9
329,13328,Class0328,io.core.net,Full Crew (Baseline),100.0,100.0,0,94.34,97.00,100.00,100.00,16,0.59,0,0,0,0.55,0,0,5
330,13329,Class0329,com.data.repo,Full Crew (Baseline),100.0,100.0,0,100.00,100.00,100.00,100.00,7,0.45,0,0,0,1.58,0,0,7
331,13330,Class0330,org.adbcj.mysql.codec,Full Crew (Baseline),100.0,100.0,0,100.00,90.65,100.00,100.00,25,0.26,0,0,1,1.17,0,0,6
332,13331,Class0331,com.example.service,Full Crew (Baseline),100.0,100.0,0,88.75,83.87,92.64,91.28,13,0.62,0,0,3,1.65,0,0,6
333,13332,Class0332,org.apache.util,Full Crew (Baseline),100.0,100.0,0,78.49,69.13,86.53,70.16,8,0.86,2,0,1,1.42,0,0,10
334,13333,Class0333,io.core.net,Full Crew (Baseline),0.0,100.0,1,79.89,65.21,82.79,76.39,17,0.83,0,1,1,1.57,0,0,9
335,13334,Class0334,com.data.repo,Full Crew (Baseline),100.0,100.0,0,90.75,83.53,93.71,95.42,21,0.40,1,0,0,2.10,0,0,7
336,13335,Class0335,org.adbcj.mysql.codec,Full Crew (Baseline),100.0,100.0,0,89.30,84.06,93.89,94.64,8,0.48,1,0,2,1.27,1,0,16
337,13336,Class0336,com.example.service,Full Crew (Baseline),100.0,100.0,0,93.66,91.98,100.00,87.06,18,0.43,0,0,2,2.30,1,0,13
338,13337,Class0337,org.apache.util,Full Crew (Baseline),100.0,100.0,0,94.68,81.50,99.02,100.00,10,0.56,1,0,2,1.61,0,0,6
339,13338,Class0338,io.core.net,Full Crew (Baseline),100.0,100.0,0,97.03,98.45,100.00,87.02,8,0.42,0,0,3,0.78,0,0,10
340,13339,Class0339,com.data.repo,Full Crew (Baseline),100.0,100.0,0,94.66,83.35,95.55,89.28,21,0.64,0,0,1,0.69,0,0,13
341,13340,Class0340,org.adbcj.mysql.codec,Full Crew (Baseline),100.0,100.0,0,100.00,97.26,100.00,90.43,20,0.35,0,0,0,0.72,1,0,9
342,13341,Class0341,com.example.service,Full Crew (Baseline),100.0,100.0,0,99.41,100.00,100.00,100.00,8,0.11,1,0,1,0.63,0,0,10
343,13342,Class0342,org.apache.util,Full Crew (Baseline),100.0,100.0,0,99.55,98.38,100.00,89.02,16,0.43,2,0,1,1.55,0,0,8
344,13343,Class0343,io.core.net,Full Crew (Baseline),100.0,100.0,0,100.00,95.50,99.68,100.00,20,0.18,1,1,0,1.26,0,0,12
345,13344,Class0344,com.data.repo,Full Crew (Baseline),100.0,100.0,0,100.00,100.00,100.00,100.00,19,0.33,0,0,0,0.65,1,1,6
346,13345,Class0345,org.adbcj.mysql.codec,Full Crew (Baseline),100.0,100.0,0,100.00,92.62,100.00,78.94,23,0.05,0,0,0,1.29,1,0,18
347,13346,Class0346,com.example.service,Full Crew (Baseline),100.0,100.0,0,81.88,72.08,82.00,81.21,14,0.76,0,0,1,2.94,1,0,8
348,13347,Class0347,org.apache.util,Full Crew (Baseline),100.0,100.0,0,84.96,81.83,89.30,85.33,19,0.48,2,0,1,0.56,0,1,12
349,13348,Class0348,io.core.net,Full Crew (Baseline),100.0,100.0,0,93.58,87.30,97.73,97.17,22,0.47,0,0,0,2.22,0,0,6
350,13349,Class0349,com.data.repo,Full Crew (Baseline),100.0,100.0,0,93.85,88.43,99.72,79.72,6,0.80,0,0,1,2.54,1,0,6
351,13350,Class0350,org.adbcj.mysql.codec,Full Crew (Baseline),100.0,100.0,0,100.00,100.00,100.00,93.01,7,0.00,0,0,1,0.73,0,0,7
352,13351,Class0351,com.example.service,Full Crew (Baseline),100.0,100.0,0,99.96,98.33,100.00,100.00,12,0.41,0,0,2,0.91,0,0,9
353,13352,Class0352,org.apache.util,Full Crew (Baseline),100.0,100.0,0,91.43,89.19,94.52,100.00,26,0.37,0,0,0,0.91,1,0,6
354,13353,Class0353,io.core.net,Full Crew (Baseline),100.0,100.0,0,100.00,95.29,100.00,100.00,12,0.19,1,0,2,1.49,0,1,8
355,13354,Class0354,com.data.repo,Full Crew (Baseline),100.0,100.0,0,94.61,92.02,95.88,67.25,6,0.55,0,0,0,1.84,0,0,8
356,13355,Class0355,org.adbcj.mysql.codec,Full Crew (Baseline),100.0,100.0,0,89.86,82.21,98.08,79.41,16,0.68,0,0,2,1.55,0,0,8
