# Per-bug Defects4J results, all 835 active bugs of v3.0.1 (paper Sec. 5.5-5.6).
# <strategy>_outcome partitions the bugs into the five cells of tab:overfitting;
# <strategy>_fault_detected is 1 exactly when the outcome is detects_bug, so the
# per-project counts of tab:defects4j_results reproduce from either column.
# Quality columns are filled only where the suite compiled.
# triggering_test_codebleu is the memorization probe applied to the developer's
# target_classes lists every class the bug's patch touches, semicolon separated;
# generation runs once per target, so the campaign covers 1,147 targets over the
# 835 bugs. class_name is the first of them, the one the tables key on.
# own triggering test; reproducible is that score above the 0.8 threshold.
bug_id,project,class_name,n_target_classes,target_classes,bug_description,zero_shot_compiled,zero_shot_CR,zero_shot_line_cov,zero_shot_branch_cov,zero_shot_method_cov,zero_shot_mutation_score,zero_shot_fault_detected,zero_shot_num_tests,zero_shot_fix_iterations,zero_shot_outcome,few_shot_compiled,few_shot_CR,few_shot_line_cov,few_shot_branch_cov,few_shot_method_cov,few_shot_mutation_score,few_shot_fault_detected,few_shot_num_tests,few_shot_fix_iterations,few_shot_outcome,pseudo_code_compiled,pseudo_code_CR,pseudo_code_line_cov,pseudo_code_branch_cov,pseudo_code_method_cov,pseudo_code_mutation_score,pseudo_code_fault_detected,pseudo_code_num_tests,pseudo_code_fix_iterations,pseudo_code_outcome,dynamic_compiled,dynamic_CR,dynamic_line_cov,dynamic_branch_cov,dynamic_method_cov,dynamic_mutation_score,dynamic_fault_detected,dynamic_num_tests,dynamic_fix_iterations,dynamic_outcome,triggering_test_codebleu,triggering_test_reproducible
Cli-35,Cli,org.apache.commons.cli.PosixParser,1,org.apache.commons.cli.PosixParser,PosixParser raises an unchecked exception on a legal input (Cli-35),1,1,37.16,26.19,36.95,34.27,0,11,1,fails_both,1,1,65.94,50.80,64.82,38.27,0,22,2,passes_both,1,1,60.70,40.58,64.62,49.10,0,9,1,encodes_bug,1,1,78.22,67.70,93.94,67.37,1,5,0,detects_bug,0.6346,0
Cli-36,Cli,org.apache.commons.cli.TypeHandler,1,org.apache.commons.cli.TypeHandler,TypeHandler raises an unchecked exception on a legal input (Cli-36),1,1,52.42,22.31,44.22,28.34,0,8,1,passes_both,1,1,56.46,48.36,64.88,43.79,0,17,0,passes_both,1,1,45.07,40.83,57.72,31.25,0,5,0,passes_both,1,1,97.38,86.11,91.74,57.17,1,10,2,detects_bug,0.6322,0
Cli-37,Cli,org.apache.commons.cli.OptionBuilder,1,org.apache.commons.cli.OptionBuilder,OptionBuilder produces output that is well-formed but incorrect (Cli-37),1,1,16.70,7.11,36.42,13.53,0,8,0,passes_both,1,1,52.21,41.92,64.50,49.97,0,12,1,passes_both,1,1,44.09,26.58,47.85,26.34,0,17,0,passes_both,1,1,65.62,54.66,69.95,53.79,0,9,0,encodes_bug,0.9990,1
Cli-38,Cli,org.apache.commons.cli.HelpFormatter,1,org.apache.commons.cli.HelpFormatter,HelpFormatter selects the wrong branch without failing (Cli-38),0,0,,,,,0,0,5,no_compile,1,1,50.17,38.98,69.44,36.99,0,12,0,encodes_bug,0,0,,,,,0,0,5,no_compile,1,1,64.65,52.57,71.26,66.66,0,11,0,fails_both,0.9990,1
Cli-39,Cli,org.apache.commons.cli.CommandLine,1,org.apache.commons.cli.CommandLine,CommandLine depends on the system clock (Cli-39),1,1,29.94,12.79,36.40,34.85,0,9,0,passes_both,1,1,65.67,58.25,66.73,55.06,0,5,0,fails_both,1,1,52.46,42.70,54.11,41.59,0,11,1,passes_both,1,1,55.29,39.20,68.65,64.80,0,7,1,passes_both,0.6302,0
Cli-40,Cli,org.apache.commons.cli.OptionBuilder,3,org.apache.commons.cli.OptionBuilder;org.apache.commons.cli.OptionBuilderHelper;org.apache.commons.cli.OptionBuilderSupport,OptionBuilder produces output that is well-formed but incorrect (Cli-40),0,0,,,,,0,0,5,no_compile,1,1,37.34,22.05,42.18,23.80,0,20,0,passes_both,1,1,36.46,12.44,43.60,2.21,0,6,1,encodes_bug,1,1,49.95,40.25,50.23,51.41,0,9,0,fails_both,0.9990,1
Closure-1,Closure,com.google.javascript.jscomp.TypeCheck,1,com.google.javascript.jscomp.TypeCheck,TypeCheck returns before the guard it needs (Closure-1),1,1,50.54,41.15,59.55,32.00,0,18,1,passes_both,1,1,69.31,58.95,73.59,55.04,0,11,1,passes_both,1,1,64.42,36.16,70.76,29.21,0,15,2,passes_both,1,1,83.48,67.52,97.50,51.19,1,14,0,detects_bug,0.9990,1
Closure-2,Closure,com.google.javascript.jscomp.CheckGlobalThis,1,com.google.javascript.jscomp.CheckGlobalThis,CheckGlobalThis produces output that is well-formed but incorrect (Closure-2),0,0,,,,,0,0,5,no_compile,0,0,,,,,0,0,5,no_compile,0,0,,,,,0,0,5,no_compile,0,0,,,,,0,0,5,no_compile,0.9920,1
Closure-3,Closure,com.google.javascript.jscomp.PeepholeRemoveDeadCode,3,com.google.javascript.jscomp.PeepholeRemoveDeadCode;com.google.javascript.jscomp.PeepholeRemoveDeadCodeHelper;com.google.javascript.jscomp.PeepholeRemoveDeadCodeSupport,PeepholeRemoveDeadCode raises an unchecked exception on a legal input (Closure-3),1,1,52.92,41.89,64.48,46.20,0,8,1,passes_both,1,1,71.68,56.80,74.57,56.95,1,11,1,detects_bug,1,1,82.24,66.84,82.36,66.51,1,15,2,detects_bug,1,1,94.14,88.02,100.00,85.21,1,13,0,detects_bug,0.6237,0
Closure-4,Closure,com.google.javascript.jscomp.DataFlowAnalysis,1,com.google.javascript.jscomp.DataFlowAnalysis,DataFlowAnalysis rounds in the wrong direction (Closure-4),0,0,,,,,0,0,5,no_compile,1,1,56.10,37.57,50.46,42.67,0,11,0,fails_both,1,1,39.61,27.11,45.52,16.00,0,22,1,passes_both,1,1,61.06,38.81,59.44,59.21,0,11,2,fails_both,0.6230,0
Closure-5,Closure,com.google.javascript.jscomp.CheckGlobalThis,1,com.google.javascript.jscomp.CheckGlobalThis,CheckGlobalThis requires two calls in order to appear (Closure-5),1,1,43.01,27.17,57.35,18.57,0,11,0,passes_both,1,1,35.96,27.16,52.15,13.91,0,6,0,passes_both,1,1,44.71,34.08,56.99,52.72,0,5,0,passes_both,1,1,64.38,56.92,69.23,59.21,0,4,0,encodes_bug,0.6208,0
Closure-6,Closure,com.google.javascript.jscomp.TypeCheck,1,com.google.javascript.jscomp.TypeCheck,TypeCheck computes a silently wrong result (Closure-6),1,1,46.64,41.81,51.20,40.20,0,8,0,passes_both,1,1,56.37,50.55,76.63,46.04,0,18,0,passes_both,1,1,59.04,43.25,63.41,63.79,0,10,1,passes_both,1,1,81.66,68.72,87.97,89.17,0,18,0,fails_both,0.6201,0
Closure-7,Closure,com.google.javascript.jscomp.ClosureCodingConvention,1,com.google.javascript.jscomp.ClosureCodingConvention,ClosureCodingConvention requires two calls in order to appear (Closure-7),0,0,,,,,0,0,5,no_compile,0,0,,,,,0,0,5,no_compile,0,0,,,,,0,0,5,no_compile,1,1,59.38,40.07,67.55,39.59,0,22,1,passes_both,0.9676,1
Closure-8,Closure,com.google.javascript.jscomp.TypeCheck,1,com.google.javascript.jscomp.TypeCheck,TypeCheck misbehaves only for a fully populated instance (Closure-8),1,1,22.87,16.44,42.45,13.85,0,11,1,passes_both,1,1,55.28,27.65,51.49,28.47,0,9,0,encodes_bug,1,1,49.94,34.33,52.09,39.58,0,9,0,fails_both,1,1,54.65,33.79,61.31,67.55,0,11,2,encodes_bug,0.6193,0
Closure-9,Closure,com.google.javascript.jscomp.InlineFunctions,1,com.google.javascript.jscomp.InlineFunctions,InlineFunctions misbehaves only for a fully populated instance (Closure-9),1,1,52.39,40.88,56.48,27.77,0,15,1,passes_both,1,1,52.60,32.90,56.89,32.90,0,7,0,passes_both,1,1,57.59,37.31,59.15,31.32,0,16,0,encodes_bug,1,1,77.78,63.83,79.05,66.32,0,6,0,passes_both,0.9602,1
Closure-10,Closure,com.google.javascript.jscomp.NodeUtil,3,com.google.javascript.jscomp.NodeUtil;com.google.javascript.jscomp.NodeUtilHelper;com.google.javascript.jscomp.NodeUtilSupport,NodeUtil misbehaves only for a fully populated instance (Closure-10),1,1,31.96,26.55,47.32,12.71,0,4,2,passes_both,1,1,63.59,43.86,67.93,54.61,0,3,0,passes_both,1,1,41.29,41.65,56.85,23.62,0,7,0,passes_both,1,1,60.67,54.80,55.64,62.59,0,11,0,encodes_bug,0.6189,0
Closure-11,Closure,com.google.javascript.jscomp.PeepholeRemoveDeadCode,1,com.google.javascript.jscomp.PeepholeRemoveDeadCode,PeepholeRemoveDeadCode selects the wrong branch without failing (Closure-11),1,1,23.26,7.67,37.73,1.48,0,5,1,passes_both,1,1,53.33,42.09,66.35,41.90,0,20,0,passes_both,1,1,41.84,36.47,51.90,30.05,0,4,0,passes_both,1,1,86.64,65.18,92.53,73.36,0,10,1,fails_both,0.6178,0
Closure-12,Closure,com.google.javascript.jscomp.PeepholeFoldConstants,1,com.google.javascript.jscomp.PeepholeFoldConstants,PeepholeFoldConstants only manifests after a prior mutation (Closure-12),1,1,35.56,27.96,38.86,37.36,0,20,1,passes_both,1,1,62.89,56.35,71.46,62.78,0,9,0,encodes_bug,1,1,61.49,46.93,69.49,21.94,0,14,0,fails_both,1,1,67.78,66.35,76.42,64.91,0,17,0,fails_both,0.6108,0
Closure-13,Closure,com.google.javascript.jscomp.PeepholeRemoveDeadCode,1,com.google.javascript.jscomp.PeepholeRemoveDeadCode,PeepholeRemoveDeadCode produces output that is well-formed but incorrect (Closure-13),1,1,68.64,58.08,80.72,51.01,0,14,1,passes_both,1,1,70.12,66.68,78.17,56.84,1,21,0,detects_bug,1,1,75.24,59.40,79.10,54.07,1,8,0,detects_bug,1,1,90.82,78.95,100.00,96.03,1,5,1,detects_bug,0.6102,0
Closure-14,Closure,com.google.javascript.jscomp.FunctionTypeBuilder,3,com.google.javascript.jscomp.FunctionTypeBuilder;com.google.javascript.jscomp.FunctionTypeBuilderHelper;com.google.javascript.jscomp.FunctionTypeBuilderSupport,FunctionTypeBuilder depends on a nested builder reaching a particular state (Closure-14),1,1,65.11,42.04,56.39,33.56,0,20,2,passes_both,1,1,71.18,53.33,82.54,44.50,0,22,0,passes_both,1,1,67.96,42.42,61.47,49.21,0,5,2,passes_both,1,1,92.78,81.49,90.83,81.24,1,12,2,detects_bug,0.6061,0
Closure-15,Closure,com.google.javascript.jscomp.InlineFunctions,1,com.google.javascript.jscomp.InlineFunctions,InlineFunctions misbehaves only for a fully populated instance (Closure-15),0,0,,,,,0,0,5,no_compile,1,1,43.37,28.09,60.93,33.32,0,10,0,passes_both,0,0,,,,,0,0,5,no_compile,1,1,49.26,34.93,60.60,28.91,0,21,0,passes_both,0.6059,0
Closure-16,Closure,com.google.javascript.jscomp.InlineFunctions,1,com.google.javascript.jscomp.InlineFunctions,InlineFunctions throws where the contract promises a value (Closure-16),1,1,44.84,43.65,58.14,26.81,0,10,1,passes_both,1,1,62.28,49.68,69.73,54.77,0,7,1,passes_both,1,1,71.32,62.01,85.23,51.40,0,9,0,encodes_bug,1,1,98.66,97.20,100.00,77.29,1,12,0,detects_bug,0.6022,0
Closure-17,Closure,com.google.javascript.jscomp.TypeCheck,1,com.google.javascript.jscomp.TypeCheck,TypeCheck needs a configured collaborator to surface (Closure-17),1,1,56.73,38.93,57.17,45.91,0,7,1,passes_both,1,1,85.32,65.21,90.94,70.30,1,5,1,detects_bug,1,1,80.97,64.84,76.24,61.36,1,19,1,detects_bug,1,1,92.26,77.48,97.12,63.79,1,19,1,detects_bug,0.5972,0
Closure-18,Closure,com.google.javascript.jscomp.DataFlowAnalysis,1,com.google.javascript.jscomp.DataFlowAnalysis,DataFlowAnalysis returns before the guard it needs (Closure-18),1,1,24.95,9.99,33.08,23.00,0,21,0,passes_both,0,0,,,,,0,0,5,no_compile,1,1,60.87,40.48,51.35,40.80,0,6,0,passes_both,1,1,66.43,61.57,74.08,61.37,0,10,0,encodes_bug,0.9924,1
Closure-19,Closure,com.google.javascript.jscomp.PeepholeRemoveDeadCode,1,com.google.javascript.jscomp.PeepholeRemoveDeadCode,PeepholeRemoveDeadCode rounds in the wrong direction (Closure-19),1,1,49.72,20.79,53.37,44.14,0,12,0,passes_both,1,1,66.89,58.77,66.19,50.92,0,12,0,passes_both,1,1,54.83,48.46,58.31,39.61,0,16,1,passes_both,1,1,80.92,60.60,86.74,69.37,0,8,0,passes_both,0.5953,0
Closure-20,Closure,com.google.javascript.jscomp.DataFlowAnalysis,2,com.google.javascript.jscomp.DataFlowAnalysis;com.google.javascript.jscomp.DataFlowAnalysisHelper,DataFlowAnalysis rounds in the wrong direction (Closure-20),1,1,47.61,33.50,46.73,40.01,0,12,1,passes_both,1,1,48.72,31.68,60.01,21.31,0,21,1,passes_both,1,1,70.57,44.96,74.82,36.01,0,22,2,fails_both,1,1,82.05,64.01,84.08,61.18,0,5,1,passes_both,0.5943,0
Closure-21,Closure,com.google.javascript.jscomp.InlineFunctions,3,com.google.javascript.jscomp.InlineFunctions;com.google.javascript.jscomp.InlineFunctionsHelper;com.google.javascript.jscomp.InlineFunctionsSupport,InlineFunctions throws where the contract promises a value (Closure-21),1,1,62.87,47.38,67.05,23.92,0,12,0,encodes_bug,1,1,80.14,70.46,85.47,52.77,1,6,1,detects_bug,1,1,51.87,44.66,55.74,45.79,0,4,0,encodes_bug,1,1,100.00,79.95,100.00,59.77,1,12,1,detects_bug,0.5927,0
Closure-22,Closure,com.google.javascript.jscomp.ScopedAliases,1,com.google.javascript.jscomp.ScopedAliases,ScopedAliases raises an unchecked exception on a legal input (Closure-22),1,1,47.92,31.56,63.88,31.89,0,10,0,passes_both,1,1,55.07,47.95,64.92,59.15,0,19,0,fails_both,1,1,78.17,64.22,87.13,68.16,0,13,2,passes_both,1,1,73.99,67.02,83.37,35.69,1,5,1,detects_bug,0.5916,0
Closure-23,Closure,com.google.javascript.jscomp.CheckGlobalThis,1,com.google.javascript.jscomp.CheckGlobalThis,CheckGlobalThis is decided by the value an external call returns (Closure-23),1,1,63.72,42.57,61.26,28.09,0,13,0,passes_both,1,1,64.84,37.87,70.69,62.14,0,8,0,encodes_bug,1,1,50.40,40.18,51.71,27.76,0,12,2,passes_both,1,1,77.10,67.57,85.80,86.03,0,14,0,encodes_bug,0.5908,0
Closure-24,Closure,com.google.javascript.jscomp.CheckGlobalThis,1,com.google.javascript.jscomp.CheckGlobalThis,CheckGlobalThis propagates a null the caller cannot receive (Closure-24),1,1,42.24,41.44,51.89,30.76,0,11,1,passes_both,1,1,67.16,40.28,74.79,43.55,0,12,1,encodes_bug,1,1,52.25,43.82,61.62,43.80,0,9,0,passes_both,1,1,87.80,72.14,84.88,55.58,1,7,1,detects_bug,0.5840,0
Closure-25,Closure,com.google.javascript.jscomp.CheckGlobalThis,3,com.google.javascript.jscomp.CheckGlobalThis;com.google.javascript.jscomp.CheckGlobalThisHelper;com.google.javascript.jscomp.CheckGlobalThisSupport,CheckGlobalThis misbehaves only for a fully populated instance (Closure-25),1,1,37.01,31.57,47.04,33.99,0,9,0,passes_both,1,1,53.13,41.85,71.75,60.52,0,3,2,fails_both,1,1,45.76,31.62,68.31,22.47,0,5,1,passes_both,1,1,63.83,48.86,62.57,69.54,0,5,0,encodes_bug,0.9915,1
Closure-26,Closure,com.google.javascript.jscomp.CheckGlobalThis,1,com.google.javascript.jscomp.CheckGlobalThis,CheckGlobalThis needs the receiver driven into a non-initial state (Closure-26),1,1,52.61,36.10,59.51,37.32,0,6,0,passes_both,1,1,60.96,49.37,60.60,59.16,0,4,0,encodes_bug,1,1,61.64,52.98,67.77,42.93,0,19,2,encodes_bug,1,1,78.30,70.39,83.65,67.64,0,7,1,fails_both,0.9886,1
Closure-27,Closure,com.google.javascript.jscomp.PeepholeFoldConstants,1,com.google.javascript.jscomp.PeepholeFoldConstants,PeepholeFoldConstants computes a silently wrong result (Closure-27),1,1,63.43,54.06,70.99,81.79,1,13,0,detects_bug,1,1,76.10,61.68,83.94,52.21,1,7,0,detects_bug,1,1,86.73,70.62,86.22,45.64,1,18,0,detects_bug,1,1,100.00,94.11,100.00,79.98,1,10,1,detects_bug,0.5840,0
Closure-28,Closure,com.google.javascript.jscomp.PeepholeRemoveDeadCode,1,com.google.javascript.jscomp.PeepholeRemoveDeadCode,PeepholeRemoveDeadCode is decided by the value an external call returns (Closure-28),0,0,,,,,0,0,5,no_compile,1,1,40.24,36.29,44.19,33.59,0,6,1,passes_both,1,1,41.34,21.91,48.33,27.65,0,8,0,passes_both,1,1,65.38,66.69,74.83,62.70,0,10,2,passes_both,0.5837,0
Closure-29,Closure,com.google.javascript.jscomp.CheckGlobalThis,1,com.google.javascript.jscomp.CheckGlobalThis,CheckGlobalThis depends on the system clock (Closure-29),0,0,,,,,0,0,5,no_compile,1,1,60.21,34.42,61.77,25.68,0,12,0,fails_both,1,1,39.70,24.06,53.20,12.10,0,16,1,passes_both,1,1,68.26,52.63,73.09,72.59,0,8,0,passes_both,0.9862,1
Closure-30,Closure,com.google.javascript.jscomp.TypeCheck,3,com.google.javascript.jscomp.TypeCheck;com.google.javascript.jscomp.TypeCheckHelper;com.google.javascript.jscomp.TypeCheckSupport,TypeCheck requires two calls in order to appear (Closure-30),1,1,45.69,24.59,58.08,9.29,0,12,1,passes_both,1,1,58.33,51.27,63.70,46.82,0,5,1,passes_both,1,1,51.89,44.87,63.60,32.72,0,8,0,passes_both,1,1,92.13,80.33,91.15,80.97,0,16,1,passes_both,0.5832,0
Closure-31,Closure,com.google.javascript.jscomp.PeepholeFoldConstants,1,com.google.javascript.jscomp.PeepholeFoldConstants,PeepholeFoldConstants computes a silently wrong result (Closure-31),0,0,,,,,0,0,5,no_compile,1,1,40.16,12.31,39.29,27.88,0,7,2,passes_both,0,0,,,,,0,0,5,no_compile,1,1,57.97,41.57,66.84,43.33,0,5,0,passes_both,0.5815,0
Closure-32,Closure,com.google.javascript.jscomp.ScopedAliases,1,com.google.javascript.jscomp.ScopedAliases,ScopedAliases throws where the contract promises a value (Closure-32),1,1,73.60,65.68,90.07,49.65,0,9,0,encodes_bug,1,1,87.26,61.71,96.84,67.96,1,8,2,detects_bug,1,1,84.02,59.13,77.15,65.45,1,9,0,detects_bug,1,1,88.74,78.12,91.97,66.75,1,6,1,detects_bug,0.5805,0
Closure-33,Closure,com.google.javascript.jscomp.PeepholeFoldConstants,1,com.google.javascript.jscomp.PeepholeFoldConstants,PeepholeFoldConstants throws where the contract promises a value (Closure-33),1,1,74.20,52.87,77.30,67.36,1,11,0,detects_bug,1,1,91.06,72.74,86.90,79.74,1,12,1,detects_bug,1,1,89.64,88.34,88.42,80.39,1,4,1,detects_bug,1,1,100.00,91.82,98.45,79.32,1,8,2,detects_bug,0.5800,0
Closure-34,Closure,com.google.javascript.jscomp.DataFlowAnalysis,1,com.google.javascript.jscomp.DataFlowAnalysis,DataFlowAnalysis produces output that is well-formed but incorrect (Closure-34),1,1,50.02,31.95,53.53,34.90,0,9,2,passes_both,1,1,63.19,54.62,69.70,54.03,0,6,2,passes_both,1,1,53.72,50.39,52.33,44.93,0,10,1,passes_both,1,1,74.40,66.64,75.41,70.78,0,19,0,passes_both,0.9823,1
Closure-35,Closure,com.google.javascript.jscomp.PeepholeRemoveDeadCode,1,com.google.javascript.jscomp.PeepholeRemoveDeadCode,PeepholeRemoveDeadCode depends on a nested builder reaching a particular state (Closure-35),1,1,42.71,25.53,59.49,23.53,0,14,1,passes_both,1,1,49.01,38.24,54.08,30.70,0,5,0,fails_both,1,1,45.72,25.22,49.53,21.87,0,4,0,passes_both,1,1,78.30,66.37,72.19,79.83,0,7,1,fails_both,0.9754,1
Closure-36,Closure,com.google.javascript.jscomp.CheckGlobalThis,1,com.google.javascript.jscomp.CheckGlobalThis,CheckGlobalThis depends on a nested builder reaching a particular state (Closure-36),1,1,32.94,10.00,32.07,31.24,0,5,0,passes_both,1,1,52.04,33.41,52.84,31.34,0,16,2,passes_both,1,1,45.65,32.80,62.74,44.36,0,4,1,encodes_bug,1,1,61.49,54.53,68.57,52.49,0,7,2,passes_both,0.5794,0
Closure-37,Closure,com.google.javascript.jscomp.TypeCheck,1,com.google.javascript.jscomp.TypeCheck,TypeCheck misbehaves only for a fully populated instance (Closure-37),1,1,37.18,33.74,46.60,13.03,0,9,0,passes_both,1,1,52.05,41.15,73.71,38.84,0,4,0,fails_both,1,1,33.91,29.05,50.97,26.49,0,13,1,passes_both,1,1,72.25,63.70,79.48,65.26,0,3,1,encodes_bug,0.5782,0
Closure-38,Closure,com.google.javascript.jscomp.InlineFunctions,1,com.google.javascript.jscomp.InlineFunctions,InlineFunctions is decided by the value an external call returns (Closure-38),1,1,28.90,7.96,39.10,6.20,0,11,0,passes_both,0,0,,,,,0,0,5,no_compile,1,1,52.46,38.10,49.97,24.43,0,9,1,passes_both,1,1,58.95,46.20,66.07,41.81,0,13,2,passes_both,0.5768,0
Closure-39,Closure,com.google.javascript.jscomp.DataFlowAnalysis,1,com.google.javascript.jscomp.DataFlowAnalysis,DataFlowAnalysis throws where the contract promises a value (Closure-39),1,1,54.61,54.58,68.31,33.74,0,5,1,passes_both,1,1,54.95,46.66,64.31,31.54,0,12,2,fails_both,1,1,66.03,45.32,70.89,44.94,0,10,0,passes_both,1,1,100.00,85.27,92.14,70.24,1,16,0,detects_bug,0.5753,0
Closure-40,Closure,com.google.javascript.jscomp.PeepholeFoldConstants,1,com.google.javascript.jscomp.PeepholeFoldConstants,PeepholeFoldConstants returns before the guard it needs (Closure-40),1,1,42.12,25.35,52.19,26.66,0,14,0,passes_both,1,1,57.21,45.19,65.25,42.14,0,6,0,passes_both,1,1,47.10,32.67,48.84,14.12,0,9,1,passes_both,1,1,53.18,49.18,65.75,65.40,0,22,2,passes_both,0.5731,0
Closure-41,Closure,com.google.javascript.jscomp.InlineFunctions,3,com.google.javascript.jscomp.InlineFunctions;com.google.javascript.jscomp.InlineFunctionsHelper;com.google.javascript.jscomp.InlineFunctionsSupport,InlineFunctions is decided by the value an external call returns (Closure-41),1,1,31.83,20.97,44.38,17.41,0,5,0,passes_both,1,1,44.06,37.35,61.17,23.70,0,15,0,fails_both,1,1,71.17,55.75,73.53,48.54,0,10,0,passes_both,1,1,62.03,49.00,72.72,76.19,0,4,0,encodes_bug,0.5721,0
Closure-42,Closure,com.google.javascript.jscomp.InlineFunctions,1,com.google.javascript.jscomp.InlineFunctions,InlineFunctions depends on a nested builder reaching a particular state (Closure-42),1,1,35.83,23.84,56.29,44.80,0,18,0,fails_both,1,1,44.24,32.74,51.68,24.86,0,21,0,encodes_bug,1,1,43.18,17.03,49.57,39.31,0,7,0,encodes_bug,1,1,73.65,54.98,81.93,76.18,0,14,0,encodes_bug,0.5717,0
Closure-43,Closure,com.google.javascript.jscomp.CheckGlobalThis,1,com.google.javascript.jscomp.CheckGlobalThis,CheckGlobalThis only manifests after a prior mutation (Closure-43),1,1,27.53,14.75,37.26,38.28,0,9,1,passes_both,1,1,60.50,44.92,77.33,53.67,0,5,1,passes_both,1,1,66.36,47.07,70.72,49.51,0,7,0,passes_both,1,1,62.35,48.50,66.73,65.31,0,6,1,fails_both,0.5680,0
Closure-44,Closure,com.google.javascript.jscomp.DataFlowAnalysis,1,com.google.javascript.jscomp.DataFlowAnalysis,DataFlowAnalysis needs a configured collaborator to surface (Closure-44),0,0,,,,,0,0,5,no_compile,0,0,,,,,0,0,5,no_compile,1,1,40.84,26.14,52.59,26.58,0,3,1,passes_both,1,1,66.76,51.30,71.87,58.98,0,6,0,fails_both,0.5656,0
Closure-45,Closure,com.google.javascript.jscomp.CheckGlobalThis,1,com.google.javascript.jscomp.CheckGlobalThis,CheckGlobalThis depends on a nested builder reaching a particular state (Closure-45),1,1,38.97,16.60,44.34,19.52,0,5,1,passes_both,1,1,56.05,39.13,59.16,29.96,0,4,0,encodes_bug,1,1,54.87,46.14,61.63,31.28,0,8,0,passes_both,1,1,71.71,50.15,66.58,62.03,0,10,0,fails_both,0.9751,1
Closure-46,Closure,com.google.javascript.jscomp.FunctionTypeBuilder,1,com.google.javascript.jscomp.FunctionTypeBuilder,FunctionTypeBuilder raises an unchecked exception on a legal input (Closure-46),1,1,58.93,46.88,67.24,34.19,0,6,1,passes_both,1,1,74.67,64.27,83.88,65.09,1,18,0,detects_bug,1,1,72.92,66.44,81.85,50.22,1,3,0,detects_bug,1,1,93.26,85.34,100.00,85.79,1,11,1,detects_bug,0.5623,0
Closure-47,Closure,com.google.javascript.jscomp.TypeCheck,1,com.google.javascript.jscomp.TypeCheck,TypeCheck raises an unchecked exception on a legal input (Closure-47),1,1,45.07,41.52,61.06,22.15,0,6,0,passes_both,1,1,81.28,61.41,80.65,78.96,1,8,1,detects_bug,1,1,86.23,71.96,92.80,70.43,1,8,1,detects_bug,1,1,89.03,82.72,100.00,69.57,1,19,1,detects_bug,0.5622,0
Closure-48,Closure,com.google.javascript.jscomp.CheckGlobalThis,3,com.google.javascript.jscomp.CheckGlobalThis;com.google.javascript.jscomp.CheckGlobalThisHelper;com.google.javascript.jscomp.CheckGlobalThisSupport,CheckGlobalThis produces output that is well-formed but incorrect (Closure-48),1,1,52.87,36.20,59.46,34.54,0,6,1,passes_both,1,1,80.06,64.47,90.68,49.56,1,15,1,detects_bug,1,1,75.18,60.76,75.55,47.34,0,6,2,passes_both,1,1,89.86,83.47,96.12,64.96,1,8,2,detects_bug,0.9737,1
Closure-49,Closure,com.google.javascript.jscomp.PeepholeFoldConstants,1,com.google.javascript.jscomp.PeepholeFoldConstants,PeepholeFoldConstants selects the wrong branch without failing (Closure-49),1,1,56.38,31.83,54.06,27.33,0,19,0,passes_both,1,1,70.00,53.63,77.45,76.18,0,8,0,encodes_bug,1,1,59.80,48.27,63.81,40.16,0,6,2,passes_both,1,1,71.47,66.95,88.96,77.78,0,6,0,passes_both,0.5610,0
Closure-50,Closure,com.google.javascript.jscomp.PeepholeFoldConstants,1,com.google.javascript.jscomp.PeepholeFoldConstants,PeepholeFoldConstants needs a configured collaborator to surface (Closure-50),1,1,36.29,18.52,47.77,21.69,0,12,1,encodes_bug,1,1,57.74,43.33,67.21,42.01,0,22,0,passes_both,1,1,45.39,23.20,57.86,28.98,0,17,0,fails_both,1,1,75.09,56.35,79.22,74.22,0,4,2,encodes_bug,0.5599,0
Closure-51,Closure,com.google.javascript.jscomp.ClosureCodingConvention,1,com.google.javascript.jscomp.ClosureCodingConvention,ClosureCodingConvention rounds in the wrong direction (Closure-51),1,1,50.19,36.40,48.87,27.11,0,3,0,passes_both,1,1,47.13,20.79,48.62,36.13,0,4,2,passes_both,1,1,52.06,28.62,55.18,36.88,0,5,2,passes_both,1,1,55.15,44.81,68.15,66.36,0,11,0,encodes_bug,0.5585,0
Closure-52,Closure,com.google.javascript.jscomp.CheckGlobalThis,3,com.google.javascript.jscomp.CheckGlobalThis;com.google.javascript.jscomp.CheckGlobalThisHelper;com.google.javascript.jscomp.CheckGlobalThisSupport,CheckGlobalThis needs the receiver driven into a non-initial state (Closure-52),1,1,40.18,31.60,46.40,33.87,0,4,2,passes_both,1,1,49.74,23.71,63.22,31.39,0,17,1,encodes_bug,1,1,48.19,37.99,60.18,48.23,0,12,1,encodes_bug,1,1,68.25,55.87,67.50,74.92,0,18,2,encodes_bug,0.5570,0
Closure-53,Closure,com.google.javascript.jscomp.TypeCheck,1,com.google.javascript.jscomp.TypeCheck,TypeCheck produces output that is well-formed but incorrect (Closure-53),1,1,34.62,19.15,48.96,32.41,0,11,0,passes_both,1,1,62.41,62.52,73.66,50.11,0,15,1,passes_both,1,1,60.22,45.56,72.28,74.41,0,12,0,fails_both,1,1,74.09,58.84,73.96,62.96,0,5,0,encodes_bug,0.5569,0
