# Per-bug fault-category labels for all 835 Defects4J bugs (paper Sec. 4.5, tab:undetected_faults).
# detected_by_dynamic and dynamic_outcome are copied from defects4j_per_bug_results.csv so the
# two files cannot drift apart. 200 of the 450 bugs the dynamic strategy did not detect were
# labelled independently by two authors (Cohen's kappa = 0.78); the 29 discordant cases are in
# annotation_disagreements.csv. The rest carry rule-based labels derived from those.
bug_id,project,class_name,detected_by_dynamic,dynamic_outcome,category,ripr_condition,label_source,annotator_a,annotator_b
Time-14,Time,org.joda.time.format.DateTimeFormatter,1,detects_bug,No structural obstacle,-,rule-based,,
Time-15,Time,org.joda.time.LocalDate,0,no_compile,Complex Object Construction,reachability,manual,Complex Object Construction,Complex Object Construction
Time-16,Time,org.joda.time.LocalDate,1,detects_bug,Absent Automated Oracle,revealability,rule-based,,
Time-17,Time,org.joda.time.field.UnsupportedDurationField,1,detects_bug,Complex Object Construction,reachability,rule-based,,
Time-18,Time,org.joda.time.chrono.GJChronology,1,detects_bug,No structural obstacle,-,rule-based,,
Time-19,Time,org.joda.time.DateTimeZone,0,fails_both,Absent Automated Oracle,revealability,rule-based,,
Time-20,Time,org.joda.time.MonthDay,1,detects_bug,No structural obstacle,-,rule-based,,
Time-22,Time,org.joda.time.MonthDay,0,fails_both,Complex Object Construction,reachability,rule-based,,
Time-23,Time,org.joda.time.field.UnsupportedDurationField,0,no_compile,Complex Object Construction,reachability,rule-based,,
Time-24,Time,org.joda.time.format.DateTimeFormatter,1,detects_bug,State-Dependent Call Sequences,infection,rule-based,,
Time-25,Time,org.joda.time.Partial,1,detects_bug,No structural obstacle,-,rule-based,,
Time-26,Time,org.joda.time.chrono.GJChronology,0,fails_both,Complex Object Construction,reachability,rule-based,,
Time-27,Time,org.joda.time.field.UnsupportedDurationField,0,fails_both,Absent Automated Oracle,revealability,manual,Absent Automated Oracle,Absent Automated Oracle
