# RQ7 -- the budget-normalised control arms, per class (tab:rq7_controls).
# Same 2,000 classes as per_class_controls.csv, and for zero-shot and dynamic the same
# draw: compiled_loop_off equals compiled_initially there and tokens_loop_on equals tokens.
# tokens_loop_off is generation alone; tokens_loop_on adds 6,400 per correction iteration.
# compiled_loop_on is a superset of compiled_loop_off: the loop only repairs what failed.
class_id,loc,cyclomatic_complexity,arm,llm_calls,tokens,compiled_initially,mutation_score
s_0542,941,72,zero-shot,1,9823,1,48.94
s_0543,301,21,zero-shot,1,12601,1,61.08
s_0544,448,41,zero-shot,1,3587,1,52.23
s_0545,975,50,zero-shot,1,3395,1,67.13
s_0546,881,35,zero-shot,1,10079,0,
s_0547,424,19,zero-shot,1,12627,0,
s_0548,2761,100,zero-shot,1,10925,0,
s_0549,820,39,zero-shot,1,9775,0,
s_0550,611,38,zero-shot,1,8073,1,47.72
s_0551,374,21,zero-shot,1,14573,0,
s_0552,915,29,zero-shot,1,4553,1,61.43
s_0553,804,56,zero-shot,1,27580,1,40.75
s_0554,1460,79,zero-shot,1,3955,0,
s_0555,3137,160,zero-shot,1,5763,0,
s_0556,223,17,zero-shot,1,11726,1,64.16
s_0557,1057,46,zero-shot,1,21155,1,36.01
s_0558,1455,84,zero-shot,1,6099,1,14.11
s_0559,499,64,zero-shot,1,7771,1,83.15
s_0560,762,42,zero-shot,1,22289,1,38.28
s_0561,682,38,zero-shot,1,8179,0,
s_0562,1283,35,zero-shot,1,23096,0,
s_0563,806,35,zero-shot,1,27523,1,50.88
s_0564,367,18,zero-shot,1,8278,1,57.09
s_0565,211,16,zero-shot,1,52111,1,50.02
s_0566,1112,54,zero-shot,1,8040,0,
s_0567,473,18,zero-shot,1,17169,1,56.52
s_0568,535,31,zero-shot,1,6319,0,
s_0569,275,18,zero-shot,1,11648,1,32.35
s_0570,3447,155,zero-shot,1,5870,1,59.29
s_0571,799,43,zero-shot,1,8179,1,54.36
s_0572,577,51,zero-shot,1,5567,1,65.00
s_0573,681,32,zero-shot,1,9164,1,38.76
s_0574,353,18,zero-shot,1,5255,0,
s_0575,1072,40,zero-shot,1,7053,0,
s_0576,403,20,zero-shot,1,11283,1,51.04
s_0577,512,33,zero-shot,1,6178,1,47.53
s_0578,706,44,zero-shot,1,5630,1,63.84
s_0579,339,22,zero-shot,1,6881,1,58.01
s_0580,779,46,zero-shot,1,9643,1,55.31
s_0581,2263,97,zero-shot,1,8440,1,51.06
s_0582,1126,47,zero-shot,1,8441,0,
s_0583,674,26,zero-shot,1,5528,1,65.03
s_0584,913,64,zero-shot,1,15774,1,48.67
s_0585,878,83,zero-shot,1,9055,0,
s_0586,1362,63,zero-shot,1,5457,1,58.65
s_0587,836,62,zero-shot,1,5906,1,56.52
s_0588,711,29,zero-shot,1,4887,1,49.07
s_0589,3380,169,zero-shot,1,12497,0,
s_0590,307,18,zero-shot,1,5285,1,55.43
s_0591,3662,98,zero-shot,1,7257,0,
s_0592,5853,157,zero-shot,1,10664,0,
s_0593,2214,89,zero-shot,1,10695,0,
s_0594,473,20,zero-shot,1,5628,0,
s_0595,1137,61,zero-shot,1,5480,1,61.63
s_0596,299,18,zero-shot,1,15795,1,67.42
s_0597,405,37,zero-shot,1,6192,0,
s_0598,1070,28,zero-shot,1,5754,1,43.55
s_0599,246,13,zero-shot,1,4359,0,
s_0600,556,41,zero-shot,1,9281,0,
s_0601,676,21,zero-shot,1,6403,0,
s_0602,56,7,zero-shot,1,4523,1,46.58
s_0603,1758,87,zero-shot,1,5152,1,41.64
s_0604,747,52,zero-shot,1,9589,1,43.77
s_0605,2990,74,zero-shot,1,6713,0,
s_0606,476,24,zero-shot,1,8657,0,
s_0607,529,22,zero-shot,1,9181,1,53.78
s_0608,3787,196,zero-shot,1,13359,0,
s_0609,265,13,zero-shot,1,8010,1,43.47
s_0610,460,37,zero-shot,1,5104,1,53.81
s_0611,1935,57,zero-shot,1,7056,1,55.91
s_0612,980,41,zero-shot,1,6665,1,63.35
s_0613,1771,100,zero-shot,1,4181,0,
s_0614,667,34,zero-shot,1,5586,0,
s_0615,902,62,zero-shot,1,10493,0,
s_0616,493,22,zero-shot,1,6454,1,38.00
s_0617,1018,72,zero-shot,1,14601,0,
s_0618,374,18,zero-shot,1,37223,1,60.43
s_0619,1272,48,zero-shot,1,17725,0,
s_0620,841,48,zero-shot,1,12038,1,54.97
s_0621,277,22,zero-shot,1,17335,0,
s_0622,1115,53,zero-shot,1,25775,1,58.93
s_0623,260,12,zero-shot,1,6469,1,57.41
s_0624,691,33,zero-shot,1,17028,1,46.63
s_0625,406,18,zero-shot,1,10546,1,59.35
s_0626,282,14,zero-shot,1,11017,1,54.39
s_0627,896,49,zero-shot,1,15411,0,
s_0628,301,10,zero-shot,1,13023,1,52.18
s_0629,1821,122,zero-shot,1,13991,0,
s_0630,1002,60,zero-shot,1,13011,1,60.24
s_0631,615,66,zero-shot,1,6102,0,
s_0632,856,49,zero-shot,1,14488,1,28.03
s_0633,305,16,zero-shot,1,5736,0,
s_0634,881,35,zero-shot,1,6730,1,51.45
s_0635,1284,87,zero-shot,1,4539,1,41.87
s_0636,1468,34,zero-shot,1,10480,0,
s_0637,188,8,zero-shot,1,7457,0,
s_0638,819,30,zero-shot,1,2456,0,
s_0639,399,11,zero-shot,1,13175,1,43.49
s_0640,644,36,zero-shot,1,11693,0,
s_0641,2028,77,zero-shot,1,6297,0,
s_0642,2032,91,zero-shot,1,21710,0,
s_0643,2342,106,zero-shot,1,15613,0,
s_0644,613,27,zero-shot,1,10066,1,41.59
s_0645,388,18,zero-shot,1,4913,1,43.36
s_0646,998,63,zero-shot,1,8187,0,
s_0647,1769,55,zero-shot,1,7858,1,62.59
s_0648,630,49,zero-shot,1,7519,1,39.48
s_0649,1378,41,zero-shot,1,1807,0,
s_0650,4111,161,zero-shot,1,6052,1,65.11
s_0651,642,45,zero-shot,1,5272,0,
s_0652,1268,42,zero-shot,1,7270,0,
s_0653,434,17,zero-shot,1,8381,1,39.71
s_0654,983,110,zero-shot,1,29892,1,36.27
s_0655,253,27,zero-shot,1,6223,1,53.02
s_0656,3275,154,zero-shot,1,5671,1,75.32
s_0657,852,38,zero-shot,1,8467,0,
s_0658,7467,157,zero-shot,1,5640,0,
s_0659,373,12,zero-shot,1,21670,1,46.54
s_0660,1059,71,zero-shot,1,5941,0,
s_0661,509,38,zero-shot,1,14139,0,
s_0662,951,35,zero-shot,1,10663,0,
s_0663,542,18,zero-shot,1,15608,1,63.02
s_0664,361,24,zero-shot,1,84235,0,
s_0665,322,20,zero-shot,1,8675,1,41.89
s_0666,1113,62,zero-shot,1,11960,0,
s_0667,1053,51,zero-shot,1,7330,0,
s_0668,783,67,zero-shot,1,7541,0,
s_0669,1651,80,zero-shot,1,6669,0,
s_0670,735,64,zero-shot,1,9783,1,45.06
s_0671,2044,69,zero-shot,1,11008,0,
s_0672,192,8,zero-shot,1,4671,1,43.26
s_0673,458,19,zero-shot,1,12273,1,54.89
s_0674,1325,82,zero-shot,1,4089,0,
s_0675,1166,52,zero-shot,1,15037,1,47.40
s_0676,300,23,zero-shot,1,3549,1,39.82
s_0677,2441,148,zero-shot,1,20096,0,
s_0678,251,15,zero-shot,1,7431,1,9.29
s_0679,185,7,zero-shot,1,6253,1,53.48
s_0680,844,55,zero-shot,1,8089,0,
s_0681,2127,168,zero-shot,1,7523,0,
s_0682,497,20,zero-shot,1,63700,1,41.61
s_0683,438,25,zero-shot,1,7846,1,69.19
s_0684,341,37,zero-shot,1,7004,1,47.45
s_0685,50,2,zero-shot,1,5804,1,61.35
s_0686,1471,70,zero-shot,1,7951,0,
s_0687,586,32,zero-shot,1,7452,1,46.55
s_0688,795,53,zero-shot,1,17095,0,
s_0689,1610,71,zero-shot,1,7744,0,
s_0690,1792,85,zero-shot,1,15846,0,
s_0691,782,39,zero-shot,1,3768,0,
s_0692,1584,92,zero-shot,1,33877,1,38.59
s_0693,423,17,zero-shot,1,7201,0,
s_0694,1863,80,zero-shot,1,3864,0,
s_0695,766,38,zero-shot,1,12722,1,43.95
s_0696,192,13,zero-shot,1,7115,1,38.93
s_0697,1742,86,zero-shot,1,12795,0,
s_0698,444,15,zero-shot,1,14086,0,
s_0699,1492,61,zero-shot,1,7954,1,70.19
s_0700,2782,106,zero-shot,1,6986,0,
s_0701,1209,53,zero-shot,1,14256,1,57.62
s_0702,650,64,zero-shot,1,3785,0,
s_0703,249,17,zero-shot,1,5821,1,56.71
s_0704,626,27,zero-shot,1,6404,0,
s_0705,1029,53,zero-shot,1,7444,1,45.97
s_0706,1097,58,zero-shot,1,5643,1,48.31
s_0707,1017,43,zero-shot,1,9431,1,37.38
s_0708,1013,64,zero-shot,1,12718,1,35.91
s_0709,673,34,zero-shot,1,7718,1,68.35
s_0710,369,17,zero-shot,1,9576,1,63.58
s_0711,624,27,zero-shot,1,12731,1,62.39
s_0712,456,27,zero-shot,1,14205,0,
s_0713,1241,86,zero-shot,1,4623,1,33.27
s_0714,783,42,zero-shot,1,33373,0,
s_0715,364,13,zero-shot,1,7099,1,81.97
s_0716,201,11,zero-shot,1,33428,1,77.02
s_0717,461,26,zero-shot,1,5558,1,60.52
s_0718,1353,44,zero-shot,1,14366,0,
s_0719,2096,122,zero-shot,1,29339,1,51.10
s_0720,854,27,zero-shot,1,8323,1,56.42
s_0721,345,15,zero-shot,1,39059,1,44.25
s_0722,784,48,zero-shot,1,3893,0,
s_0723,2476,95,zero-shot,1,7747,0,
s_0724,144,15,zero-shot,1,5354,1,32.35
s_0725,3309,107,zero-shot,1,6696,0,
s_0726,202,22,zero-shot,1,26026,1,43.39
s_0727,164,13,zero-shot,1,11621,1,33.20
s_0728,1583,68,zero-shot,1,17506,0,
s_0729,430,20,zero-shot,1,19253,1,48.71
s_0730,383,27,zero-shot,1,10849,0,
s_0731,894,29,zero-shot,1,8320,0,
s_0732,390,23,zero-shot,1,5710,1,52.27
s_0733,504,38,zero-shot,1,6664,0,
s_0734,151,7,zero-shot,1,13081,1,66.10
s_0735,744,53,zero-shot,1,9235,1,32.94
s_0736,439,33,zero-shot,1,37895,1,47.88
s_0737,449,40,zero-shot,1,3130,1,46.49
s_0738,139,13,zero-shot,1,6801,1,37.83
s_0739,1462,81,zero-shot,1,9165,0,
s_0740,801,67,zero-shot,1,7510,0,
s_0741,328,13,zero-shot,1,5029,1,45.55
s_0742,1313,81,zero-shot,1,30404,1,48.12
s_0743,517,28,zero-shot,1,9854,1,59.39
s_0744,467,23,zero-shot,1,9300,1,53.34
s_0745,244,20,zero-shot,1,7951,1,69.13
s_0746,624,27,zero-shot,1,10555,1,59.31
s_0747,4527,204,zero-shot,1,18122,1,26.67
s_0748,516,23,zero-shot,1,21163,1,42.64
s_0749,485,24,zero-shot,1,2627,0,
s_0750,743,45,zero-shot,1,139804,0,
s_0751,1642,69,zero-shot,1,13417,1,43.70
s_0752,2658,110,zero-shot,1,3671,0,
s_0753,213,27,zero-shot,1,3950,1,49.50
s_0754,633,41,zero-shot,1,21715,0,
s_0755,212,16,zero-shot,1,6554,0,
s_0756,2156,87,zero-shot,1,4673,0,
s_0757,2491,99,zero-shot,1,21658,1,63.57
s_0758,1970,96,zero-shot,1,5464,1,37.19
s_0759,777,19,zero-shot,1,24985,0,
s_0760,4843,180,zero-shot,1,7443,1,58.47
s_0761,1681,109,zero-shot,1,12560,1,38.23
s_0762,1607,71,zero-shot,1,9216,1,55.34
s_0763,1847,96,zero-shot,1,16566,1,63.34
s_0764,1934,80,zero-shot,1,11827,0,
s_0765,1792,121,zero-shot,1,5682,1,59.06
s_0766,3228,221,zero-shot,1,15727,1,29.68
s_0767,321,22,zero-shot,1,11272,1,48.42
s_0768,1491,87,zero-shot,1,6582,1,26.88
s_0769,255,16,zero-shot,1,4393,1,59.29
s_0770,1917,148,zero-shot,1,8597,1,51.15
s_0771,9797,219,zero-shot,1,7320,0,
s_0772,1150,61,zero-shot,1,6556,1,46.52
s_0773,888,55,zero-shot,1,7489,0,
s_0774,2183,106,zero-shot,1,27336,1,65.32
s_0775,1228,76,zero-shot,1,21297,1,48.04
s_0776,305,22,zero-shot,1,5421,1,67.04
s_0777,357,24,zero-shot,1,10453,0,
s_0778,166,8,zero-shot,1,22547,1,34.57
s_0779,2053,58,zero-shot,1,5846,0,
s_0780,2124,130,zero-shot,1,4955,0,
s_0781,440,18,zero-shot,1,7095,1,57.59
s_0782,217,22,zero-shot,1,17960,1,44.36
s_0783,176,8,zero-shot,1,16688,1,54.81
s_0784,965,81,zero-shot,1,7979,0,
s_0785,200,13,zero-shot,1,5395,1,74.58
s_0786,301,19,zero-shot,1,8850,0,
s_0787,1732,68,zero-shot,1,6130,1,43.99
s_0788,1656,41,zero-shot,1,29945,0,
s_0789,4169,154,zero-shot,1,5326,0,
s_0790,541,28,zero-shot,1,13048,1,60.15
s_0791,2176,112,zero-shot,1,20228,0,
s_0792,2726,149,zero-shot,1,6272,0,
s_0793,306,19,zero-shot,1,29107,1,54.54
s_0794,315,15,zero-shot,1,10491,0,
s_0795,390,36,zero-shot,1,3362,0,
s_0796,1220,81,zero-shot,1,3894,1,33.21
s_0797,4087,202,zero-shot,1,7487,0,
s_0798,805,48,zero-shot,1,13218,0,
s_0799,2121,87,zero-shot,1,13796,1,52.05
s_0800,257,12,zero-shot,1,7404,1,61.63
s_0801,949,34,zero-shot,1,8253,1,48.98
s_0802,537,37,zero-shot,1,8846,1,55.73
s_0803,1083,46,zero-shot,1,9460,0,
s_0804,1673,76,zero-shot,1,6593,1,61.27
s_0805,176,14,zero-shot,1,3483,1,66.37
s_0806,832,58,zero-shot,1,4560,0,
s_0807,741,55,zero-shot,1,4938,1,38.46
s_0808,548,28,zero-shot,1,8586,1,44.42
s_0809,214,15,zero-shot,1,5608,1,57.92
s_0810,1206,55,zero-shot,1,9587,0,
s_0811,730,41,zero-shot,1,8488,0,
s_0812,2408,164,zero-shot,1,18066,0,
s_0813,656,38,zero-shot,1,10334,1,33.78
s_0814,630,39,zero-shot,1,24258,1,53.79
s_0815,1265,79,zero-shot,1,15931,1,33.70
s_0816,356,24,zero-shot,1,8027,1,56.82
s_0817,2219,85,zero-shot,1,26970,0,
s_0818,186,15,zero-shot,1,6360,1,63.22
s_0819,924,75,zero-shot,1,11238,0,
s_0820,849,30,zero-shot,1,16153,0,
s_0821,524,34,zero-shot,1,18274,1,21.20
s_0822,493,24,zero-shot,1,24364,1,50.90
s_0823,319,13,zero-shot,1,9107,0,
s_0824,1798,94,zero-shot,1,13401,1,38.34
s_0825,2398,79,zero-shot,1,11973,0,
s_0826,255,23,zero-shot,1,4063,0,
s_0827,1353,45,zero-shot,1,14148,0,
s_0828,299,19,zero-shot,1,13181,1,56.47
s_0829,1418,82,zero-shot,1,18210,0,
s_0830,711,28,zero-shot,1,9180,1,61.93
s_0831,940,45,zero-shot,1,4528,1,58.11
s_0832,1331,80,zero-shot,1,13987,1,40.43
s_0833,340,15,zero-shot,1,20218,0,
s_0834,776,40,zero-shot,1,5716,1,64.64
s_0835,1074,54,zero-shot,1,6027,0,
s_0836,1409,135,zero-shot,1,5739,1,49.21
s_0837,426,30,zero-shot,1,31331,1,59.17
s_0838,2777,124,zero-shot,1,9271,0,
s_0839,1265,56,zero-shot,1,10952,0,
s_0840,2980,98,zero-shot,1,14010,0,
s_0841,460,30,zero-shot,1,6479,0,
s_0842,1354,52,zero-shot,1,7014,1,57.48
s_0843,1186,62,zero-shot,1,9693,1,29.25
s_0844,776,54,zero-shot,1,10075,0,
s_0845,1790,83,zero-shot,1,27452,0,
s_0846,1156,86,zero-shot,1,4503,0,
s_0847,754,26,zero-shot,1,3818,0,
s_0848,1461,105,zero-shot,1,8714,1,41.78
s_0849,1364,67,zero-shot,1,4553,0,
s_0850,580,53,zero-shot,1,26011,0,
s_0851,316,16,zero-shot,1,4689,1,64.42
s_0852,1208,102,zero-shot,1,4546,1,51.15
s_0853,1149,78,zero-shot,1,21870,0,
s_0854,634,17,zero-shot,1,6911,1,26.96
s_0855,6251,161,zero-shot,1,11685,1,31.31
s_0856,380,32,zero-shot,1,5353,1,54.99
s_0857,654,35,zero-shot,1,7998,1,44.66
s_0858,737,46,zero-shot,1,7265,0,
s_0859,798,37,zero-shot,1,5635,0,
s_0860,600,38,zero-shot,1,24544,1,41.26
s_0861,1215,41,zero-shot,1,9559,0,
s_0862,328,21,zero-shot,1,13697,1,41.40
s_0863,553,33,zero-shot,1,6197,1,41.41
s_0864,418,21,zero-shot,1,9876,1,42.20
s_0865,276,26,zero-shot,1,9150,1,71.65
s_0866,387,16,zero-shot,1,5909,0,
s_0867,927,54,zero-shot,1,6479,0,
s_0868,392,18,zero-shot,1,8292,0,
s_0869,1367,52,zero-shot,1,3838,1,31.98
s_0870,262,19,zero-shot,1,8144,0,
s_0871,743,28,zero-shot,1,2816,0,
s_0872,1142,49,zero-shot,1,4346,1,20.18
s_0873,1589,64,zero-shot,1,6930,0,
s_0874,1628,105,zero-shot,1,3099,1,42.98
s_0875,1350,59,zero-shot,1,4819,0,
s_0876,1150,79,zero-shot,1,13542,1,48.71
s_0877,219,13,zero-shot,1,5811,1,38.65
s_0878,304,16,zero-shot,1,43131,1,40.60
s_0879,239,15,zero-shot,1,8535,1,20.15
s_0880,737,36,zero-shot,1,34746,1,67.25
s_0881,3372,97,zero-shot,1,6427,0,
s_0882,1832,129,zero-shot,1,3563,0,
s_0883,1270,76,zero-shot,1,5459,0,
s_0884,3232,233,zero-shot,1,10771,0,
s_0885,415,27,zero-shot,1,7263,1,59.05
s_0886,2486,107,zero-shot,1,4546,0,
s_0887,1933,80,zero-shot,1,8480,0,
s_0888,765,56,zero-shot,1,4355,1,66.39
s_0889,601,24,zero-shot,1,16037,0,
s_0890,145,10,zero-shot,1,6786,1,71.28
s_0891,621,33,zero-shot,1,14103,1,31.40
s_0892,198,13,zero-shot,1,9524,1,39.77
s_0893,1011,26,zero-shot,1,5954,1,47.72
s_0894,991,45,zero-shot,1,4813,0,
s_0895,2576,223,zero-shot,1,12625,1,31.07
s_0896,211,16,zero-shot,1,8544,1,51.15
s_0897,1485,50,zero-shot,1,4460,1,59.39
s_0898,839,39,zero-shot,1,9228,0,
s_0899,731,36,zero-shot,1,20663,0,
s_0900,1200,57,zero-shot,1,10942,0,
s_0901,590,34,zero-shot,1,5280,0,
s_0902,557,23,zero-shot,1,4352,0,
s_0903,576,40,zero-shot,1,3827,0,
s_0904,733,57,zero-shot,1,12894,1,34.50
s_0905,1337,103,zero-shot,1,9145,0,
s_0906,251,10,zero-shot,1,12457,1,53.36
s_0907,1362,105,zero-shot,1,10627,0,
s_0908,256,11,zero-shot,1,3417,1,25.76
s_0909,4329,194,zero-shot,1,9172,0,
s_0910,1241,36,zero-shot,1,4018,0,
s_0911,173,11,zero-shot,1,14336,1,62.82
s_0912,455,34,zero-shot,1,36689,0,
s_0913,1403,49,zero-shot,1,13683,1,19.86
s_0914,107,5,zero-shot,1,3845,1,58.39
s_0915,1549,70,zero-shot,1,2373,0,
s_0916,801,16,zero-shot,1,8149,1,55.29
s_0917,1126,38,zero-shot,1,11195,1,48.79
s_0918,162,12,zero-shot,1,5541,1,41.69
s_0919,2509,264,zero-shot,1,10597,0,
s_0920,2052,72,zero-shot,1,21423,0,
s_0921,1551,56,zero-shot,1,6010,0,
s_0922,381,30,zero-shot,1,19196,1,56.83
s_0923,2061,123,zero-shot,1,4601,0,
s_0924,723,38,zero-shot,1,6994,1,40.57
s_0925,599,35,zero-shot,1,9754,0,
s_0926,2291,141,zero-shot,1,7469,0,
s_0927,333,16,zero-shot,1,12657,1,63.39
s_0928,1329,52,zero-shot,1,4707,0,
s_0929,319,23,zero-shot,1,8420,0,
s_0930,226,11,zero-shot,1,4815,1,64.21
s_0931,362,17,zero-shot,1,3802,1,44.14
s_0932,175,15,zero-shot,1,5944,1,58.24
s_0933,3827,191,zero-shot,1,5764,0,
s_0934,2386,68,zero-shot,1,18060,1,69.39
s_0935,413,24,zero-shot,1,3958,1,36.98
s_0936,1065,59,zero-shot,1,11686,0,
s_0937,448,18,zero-shot,1,15306,1,50.66
s_0938,316,33,zero-shot,1,4318,1,66.01
s_0939,1790,70,zero-shot,1,5282,0,
s_0940,430,32,zero-shot,1,13300,0,
s_0941,1032,49,zero-shot,1,8571,0,
s_0942,334,26,zero-shot,1,2928,1,59.85
s_0943,285,14,zero-shot,1,4392,1,37.59
s_0944,1052,72,zero-shot,1,5615,1,37.91
s_0945,726,31,zero-shot,1,7685,1,47.44
s_0946,2319,180,zero-shot,1,15909,1,34.30
s_0947,1472,77,zero-shot,1,8702,0,
s_0948,125,14,zero-shot,1,2916,1,42.10
s_0949,998,57,zero-shot,1,8279,1,51.79
s_0950,1386,76,zero-shot,1,3917,0,
s_0951,501,27,zero-shot,1,6918,1,70.49
s_0952,4130,190,zero-shot,1,2871,1,51.10
s_0953,2057,72,zero-shot,1,7915,0,
s_0954,128,6,zero-shot,1,8487,1,73.29
s_0955,435,16,zero-shot,1,7464,1,73.67
s_0956,6669,414,zero-shot,1,19219,0,
s_0957,340,18,zero-shot,1,6694,1,56.41
s_0958,1394,73,zero-shot,1,15123,0,
s_0959,1031,83,zero-shot,1,4202,0,
s_0960,2383,89,zero-shot,1,11614,0,
s_0961,3857,216,zero-shot,1,3489,0,
s_0962,533,21,zero-shot,1,26352,0,
s_0963,451,34,zero-shot,1,11977,1,47.83
s_0964,467,21,zero-shot,1,5465,1,38.65
s_0965,405,22,zero-shot,1,15333,1,57.02
s_0966,678,34,zero-shot,1,9724,1,52.51
s_0967,486,19,zero-shot,1,5862,1,35.02
s_0968,1378,86,zero-shot,1,3532,1,52.06
s_0969,726,55,zero-shot,1,3466,0,
s_0970,666,33,zero-shot,1,16425,1,44.68
s_0971,952,77,zero-shot,1,5570,0,
s_0972,4478,214,zero-shot,1,4794,0,
s_0973,467,21,zero-shot,1,6205,1,60.06
s_0974,670,18,zero-shot,1,7937,0,
s_0975,691,36,zero-shot,1,18897,1,60.09
s_0976,473,27,zero-shot,1,38932,1,45.40
s_0977,1077,65,zero-shot,1,7050,1,35.99
s_0978,5442,266,zero-shot,1,10126,0,
s_0979,718,40,zero-shot,1,5465,1,51.10
s_0980,553,24,zero-shot,1,4294,1,46.78
s_0981,1598,82,zero-shot,1,5697,0,
s_0982,351,19,zero-shot,1,13773,0,
s_0983,294,31,zero-shot,1,7515,1,47.86
s_0984,1397,61,zero-shot,1,28456,0,
s_0985,478,39,zero-shot,1,11154,0,
s_0986,1004,61,zero-shot,1,9017,0,
s_0987,1677,103,zero-shot,1,7900,0,
s_0988,1037,55,zero-shot,1,8884,1,39.21
s_0989,280,24,zero-shot,1,5398,1,56.84
s_0990,11209,428,zero-shot,1,5099,0,
s_0991,293,9,zero-shot,1,10147,0,
s_0992,375,24,zero-shot,1,29537,1,37.78
s_0993,117,9,zero-shot,1,25110,1,50.89
s_0994,627,27,zero-shot,1,5601,1,45.41
s_0995,1624,101,zero-shot,1,51084,0,
s_0996,626,30,zero-shot,1,7187,0,
s_0997,751,44,zero-shot,1,4370,1,36.89
s_0998,2153,60,zero-shot,1,22781,0,
s_0999,364,19,zero-shot,1,8296,1,57.04
s_1000,891,54,zero-shot,1,10966,1,53.81
s_1001,1773,58,zero-shot,1,11121,1,63.19
s_1002,1238,51,zero-shot,1,13856,1,45.48
s_1003,1107,73,zero-shot,1,10377,0,
s_1004,1174,39,zero-shot,1,4118,0,
s_1005,5354,223,zero-shot,1,8566,0,
s_1006,188,10,zero-shot,1,14437,1,46.66
s_1007,878,29,zero-shot,1,6838,0,
s_1008,500,21,zero-shot,1,12363,0,
s_1009,254,10,zero-shot,1,25297,0,
s_1010,1768,100,zero-shot,1,10041,0,
s_1011,2188,81,zero-shot,1,21837,0,
s_1012,1290,93,zero-shot,1,7463,0,
s_1013,469,18,zero-shot,1,3958,0,
s_1014,2738,63,zero-shot,1,8742,0,
s_1015,2601,90,zero-shot,1,12039,1,31.20
s_1016,868,46,zero-shot,1,24002,1,49.04
s_1017,178,19,zero-shot,1,7201,0,
s_1018,1453,139,zero-shot,1,5258,0,
s_1019,583,20,zero-shot,1,14833,1,56.82
s_1020,973,78,zero-shot,1,8962,1,47.70
s_1021,3414,106,zero-shot,1,6991,0,
s_1022,1846,89,zero-shot,1,5910,1,47.69
s_1023,501,32,zero-shot,1,11454,0,
s_1024,1378,79,zero-shot,1,7285,0,
s_1025,462,23,zero-shot,1,10637,1,47.50
s_1026,1710,78,zero-shot,1,9048,0,
s_1027,321,19,zero-shot,1,8688,0,
s_1028,592,40,zero-shot,1,7655,0,
s_1029,1309,67,zero-shot,1,5793,1,43.70
s_1030,154,12,zero-shot,1,7581,1,40.54
s_1031,2548,96,zero-shot,1,4872,1,49.30
s_1032,392,37,zero-shot,1,8916,1,47.22
s_1033,634,32,zero-shot,1,12208,1,40.11
s_1034,269,10,zero-shot,1,14745,1,52.57
s_1035,625,31,zero-shot,1,4162,0,
s_1036,739,55,zero-shot,1,4388,0,
s_1037,822,30,zero-shot,1,17527,1,49.26
s_1038,1116,59,zero-shot,1,21967,0,
s_1039,1682,100,zero-shot,1,8997,1,42.49
s_1040,366,14,zero-shot,1,13194,1,55.91
s_1041,676,37,zero-shot,1,5367,1,60.43
s_1042,855,30,zero-shot,1,14404,1,24.89
s_1043,1126,46,zero-shot,1,3667,0,
s_1044,829,37,zero-shot,1,12500,1,55.65
s_1045,583,19,zero-shot,1,5743,1,43.10
s_1046,999,71,zero-shot,1,8691,1,48.70
s_1047,959,70,zero-shot,1,4699,1,35.53
s_1048,2291,88,zero-shot,1,14120,0,
s_1049,1032,53,zero-shot,1,24127,1,33.47
s_1050,4199,140,zero-shot,1,11744,1,27.74
s_1051,5361,313,zero-shot,1,23040,0,
s_1052,867,53,zero-shot,1,60091,0,
s_1053,7258,238,zero-shot,1,3216,0,
s_1054,347,35,zero-shot,1,5533,1,38.38
s_1055,584,43,zero-shot,1,13437,1,60.40
s_1056,361,21,zero-shot,1,15054,1,39.69
s_1057,213,26,zero-shot,1,4136,1,51.66
s_1058,1684,123,zero-shot,1,6604,1,63.54
s_1059,463,21,zero-shot,1,7288,0,
s_1060,1518,42,zero-shot,1,9072,0,
s_1061,480,33,zero-shot,1,6065,1,32.70
s_1062,2710,67,zero-shot,1,7990,0,
s_1063,859,59,zero-shot,1,11628,1,71.60
s_1064,1353,75,zero-shot,1,25137,0,
s_1065,322,27,zero-shot,1,23773,1,60.66
s_1066,1394,54,zero-shot,1,6637,0,
s_1067,1697,104,zero-shot,1,7469,0,
s_1068,516,37,zero-shot,1,41714,0,
s_1069,1035,50,zero-shot,1,17547,0,
s_1070,3445,114,zero-shot,1,4958,1,46.70
s_1071,625,38,zero-shot,1,6445,1,45.94
s_1072,520,23,zero-shot,1,6099,0,
s_1073,633,53,zero-shot,1,12008,1,49.82
s_1074,1160,83,zero-shot,1,6553,1,71.43
s_1075,2843,92,zero-shot,1,31267,0,
s_1076,151,16,zero-shot,1,13954,1,36.44
s_1077,2453,91,zero-shot,1,5012,0,
s_1078,329,28,zero-shot,1,7296,1,65.75
s_1079,778,52,zero-shot,1,4842,1,56.12
s_1080,1091,56,zero-shot,1,8073,1,45.40
s_1081,1564,108,zero-shot,1,21530,0,
s_1082,488,29,zero-shot,1,10733,1,58.39
s_1083,4979,153,zero-shot,1,17648,0,
s_1084,4259,160,zero-shot,1,3228,1,40.18
s_1085,592,39,zero-shot,1,4361,1,37.57
s_1086,3803,175,zero-shot,1,6154,0,
s_1087,1093,45,zero-shot,1,17278,0,
s_1088,313,17,zero-shot,1,30345,0,
s_1089,122,13,zero-shot,1,10733,1,66.88
s_1090,644,26,zero-shot,1,4416,0,
